"cohort","id","trueHRD","CNA","ASCN","SNV","SNV+CNA","SNV+ASCN"
"METABRIC","MTS-T0568","0",0.01,0.004,0.106,0.022,0.028
"METABRIC","MTS-T0569","0",0.078,0.018,0.008,0.014,0.008
"METABRIC","MTS-T0570","0",0.012,0.018,0.002,0.002,0
"METABRIC","MTS-T0571","0",0,0.006,0.018,0.016,0.006
"METABRIC","MTS-T0572","0",0,0.014,0.004,0.01,0.002
"METABRIC","MTS-T0573","0",0.498,0.2,0.002,0.284,0.14
"METABRIC","MTS-T0574",NA,0.004,0.006,0.02,0.012,0.012
"METABRIC","MTS-T0575",NA,0.184,0.134,0.006,0.022,0.032
"METABRIC","MTS-T0576",NA,0.286,0.402,0.11,0.102,0.206
"METABRIC","MTS-T0577","0",0.016,0.008,0.408,0.142,0.08
"METABRIC","MTS-T0578",NA,0.01,0.006,0.018,0.006,0
"METABRIC","MTS-T0579",NA,0,0,0.152,0.01,0.002
"METABRIC","MTS-T0580",NA,0.046,0.036,0.508,0.096,0.06
"METABRIC","MTS-T0581","0",0.004,0.002,0.022,0.012,0.004
"METABRIC","MTS-T0582",NA,0.1,0.252,0.432,0.126,0.08
"METABRIC","MTS-T0583","0",0.012,0.012,0.096,0.052,0.024
"METABRIC","MTS-T0584",NA,0.078,0.022,0.004,0.008,0.004
"METABRIC","MTS-T0585",NA,0.002,0.006,0.326,0.098,0.084
"METABRIC","MTS-T0586",NA,0.168,0.16,0.004,0.06,0.094
"METABRIC","MTS-T0587","0",0.336,0.164,0.008,0.054,0.054
"METABRIC","MTS-T0588",NA,0.002,0,0.584,0.314,0.242
"METABRIC","MTS-T0589",NA,0.046,0.038,0.438,0.14,0.1
"METABRIC","MTS-T0590",NA,0.012,0.112,0.012,0.11,0.128
"METABRIC","MTS-T0592",NA,0.102,0.11,0.382,0.212,0.198
"METABRIC","MTS-T0593","0",0.002,0.006,0.036,0.024,0.022
"METABRIC","MTS-T0594","0",0.002,0.008,0.22,0.158,0.15
"METABRIC","MTS-T0595","0",0.534,0.274,0.002,0.248,0.192
"METABRIC","MTS-T0596","0",0.014,0.01,0.094,0.06,0.04
"METABRIC","MTS-T0597","0",0.372,0.222,0.012,0.168,0.182
"METABRIC","MTS-T0598","0",0.2,0.182,0.006,0.082,0.11
"METABRIC","MTS-T0599","0",0,0,0.042,0.018,0.01
"METABRIC","MTS-T0600","0",0.032,0.024,0.006,0.004,0.006
"METABRIC","MTS-T0601","0",0.052,0.03,0.026,0.006,0.004
"METABRIC","MTS-T0602","0",0.004,0.024,0.006,0.004,0.008
"METABRIC","MTS-T0603","0",0.148,0.096,0.002,0.066,0.03
"METABRIC","MTS-T0604","0",0.03,0.012,0.008,0.014,0.004
"METABRIC","MTS-T0605","0",0.004,0.026,0.17,0.146,0.162
"METABRIC","MTS-T0606",NA,0.448,0.21,0.068,0.244,0.14
"METABRIC","MTS-T0607",NA,0.07,0.034,0.198,0.176,0.158
"METABRIC","MTS-T0608","0",0,0.004,0.696,0.346,0.32
"METABRIC","MTS-T0609","0",0.904,0.906,0.244,0.42,0.614
"METABRIC","MTS-T0610","0",0.026,0.006,0.166,0.076,0.022
"METABRIC","MTS-T0613","0",0.02,0.052,0.504,0.336,0.246
"METABRIC","MTS-T0614","0",0.004,0.002,0.002,0.008,0.006
"METABRIC","MTS-T0615","0",0.116,0.034,0.156,0.19,0.146
"METABRIC","MTS-T0616","0",0.058,0.024,0.006,0.01,0.006
"METABRIC","MTS-T0617","0",0.25,0.114,0.004,0.044,0.028
"METABRIC","MTS-T0619","0",0.004,0.014,0.006,0.004,0
"METABRIC","MTS-T0620","0",0.03,0.014,0.428,0.074,0.032
"METABRIC","MTS-T0621","0",0.042,0.04,0.02,0.04,0.024
"METABRIC","MTS-T0622",NA,0.604,0.334,0.07,0.372,0.288
"METABRIC","MTS-T0623","0",0,0.012,0.096,0.038,0.028
"METABRIC","MTS-T0624","0",0.016,0.008,0.516,0.128,0.078
"METABRIC","MTS-T0625","0",0.008,0.002,0.002,0,0.002
"METABRIC","MTS-T0626","0",0.002,0.006,0.138,0.02,0.008
"METABRIC","MTS-T0627","0",0.08,0.044,0.006,0.004,0.012
"METABRIC","MTS-T0628","0",0.786,0.382,0.006,0.354,0.19
"METABRIC","MTS-T0629",NA,0.45,0.242,0.172,0.268,0.236
"METABRIC","MTS-T0630","0",0.008,0.006,0.002,0.008,0
"METABRIC","MTS-T0631","0",0.178,0.106,0.004,0.042,0.034
"METABRIC","MTS-T0632","0",0.018,0.018,0.042,0.036,0.028
"METABRIC","MTS-T0634","0",0.05,0.11,0.446,0.382,0.3
"METABRIC","MTS-T0635","0",0.042,0.066,0.004,0.002,0.036
"METABRIC","MTS-T0636","0",0.084,0.052,0.032,0.046,0.038
"METABRIC","MTS-T0637","0",0.122,0.046,0.002,0.016,0.018
"METABRIC","MTS-T0638",NA,0.076,0.016,0.006,0.042,0.02
"METABRIC","MTS-T0639",NA,0.49,0.194,0.082,0.3,0.168
"METABRIC","MTS-T0640",NA,0.436,0.47,0.36,0.358,0.39
"METABRIC","MTS-T0641","0",0.382,0.258,0.018,0.23,0.186
"METABRIC","MTS-T0642",NA,0.672,0.67,0.044,0.326,0.546
"METABRIC","MTS-T0643","0",0.742,0.484,0.062,0.228,0.214
"METABRIC","MTS-T0646",NA,0.024,0.02,0.296,0.092,0.072
"METABRIC","MTS-T0647","0",0,0,0.006,0.004,0.002
"METABRIC","MTS-T0648","0",0.028,0.024,0.004,0.012,0.002
"METABRIC","MTS-T0649","0",0.67,0.69,0.006,0.196,0.502
"METABRIC","MTS-T0653","0",0.48,0.3,0.048,0.268,0.224
"METABRIC","MTS-T0654","0",0.014,0.056,0.322,0.254,0.244
"METABRIC","MTS-T0655","0",0.17,0.132,0.1,0.046,0.032
"METABRIC","MTS-T0656","0",0.354,0.218,0.036,0.188,0.19
"METABRIC","MTS-T0657",NA,0.016,0.006,0.004,0.008,0.002
"METABRIC","MTS-T0658",NA,0.132,0.082,0.156,0.128,0.112
"METABRIC","MTS-T0659",NA,0.028,0.012,0.004,0.006,0.006
"METABRIC","MTS-T0660","0",0.012,0.002,0.022,0.014,0.002
"METABRIC","MTS-T0661","0",0.018,0.108,0.002,0.004,0.028
"METABRIC","MTS-T0662",NA,0,0.002,0.012,0.006,0.006
"METABRIC","MTS-T0663","0",0.01,0.002,0.234,0.052,0.02
"METABRIC","MTS-T0664","0",0.02,0.02,0.246,0.218,0.196
"METABRIC","MTS-T0665","0",0.086,0.142,0.088,0.06,0.05
"METABRIC","MTS-T0666","0",0.018,0.01,0.004,0.02,0.006
"METABRIC","MTS-T0667","0",0.014,0.01,0.006,0.008,0.008
"METABRIC","MTS-T0668","0",0.01,0.01,0.004,0.004,0.004
"METABRIC","MTS-T0669",NA,0.402,0.3,0.014,0.2,0.182
"METABRIC","MTS-T0670","0",0.102,0.154,0.012,0.03,0.02
"METABRIC","MTS-T0671","0",0.608,0.346,0.002,0.338,0.186
"METABRIC","MTS-T0672","0",0.008,0.01,0.004,0.004,0.002
"METABRIC","MTS-T0674","0",0,0.002,0.192,0.05,0.04
"METABRIC","MTS-T0675","0",0.002,0.012,0.01,0.004,0.002
"METABRIC","MTS-T0676","0",0.072,0.056,0.006,0.022,0.04
"METABRIC","MTS-T0677","0",0.088,0.026,0.006,0.008,0.008
"METABRIC","MTS-T0678","0",0.002,0,0.004,0.002,0.004
"METABRIC","MTS-T0679","0",0.53,0.572,0.006,0.192,0.332
"METABRIC","MTS-T0680","0",0.108,0.344,0.282,0.082,0.286
"METABRIC","MTS-T0681","1",0.236,0.124,0.106,0.04,0.05
"METABRIC","MTS-T0684",NA,0.004,0.174,0.092,0.142,0.206
"METABRIC","MTS-T0686",NA,0.2,0.206,0.004,0.034,0.1
"METABRIC","MTS-T0688","0",0.134,0.2,0.078,0.056,0.054
"METABRIC","MTS-T0689",NA,0.132,0.086,0.002,0.03,0.038
"METABRIC","MTS-T0690","0",0.01,0.014,0.006,0.01,0.004
"METABRIC","MTS-T0691","0",0.05,0.074,0.136,0.04,0.04
"METABRIC","MTS-T0692",NA,0.012,0.02,0.006,0.002,0.004
"METABRIC","MTS-T0693",NA,0.046,0.016,0.004,0.032,0.02
"METABRIC","MTS-T0694",NA,0.382,0.672,0.01,0.2,0.484
"METABRIC","MTS-T0695","1",0.018,0.006,0.006,0.004,0
"METABRIC","MTS-T0696",NA,0.05,0.08,0.002,0.01,0.014
"METABRIC","MTS-T0697","1",0.674,0.502,0.002,0.224,0.244
"METABRIC","MTS-T0698",NA,0.206,0.066,0.132,0.168,0.122
"METABRIC","MTS-T0699",NA,0.004,0.014,0.148,0.008,0.008
"METABRIC","MTS-T0700",NA,0.64,0.836,0.344,0.38,0.546
"METABRIC","MTS-T0701",NA,0.01,0.008,0.004,0.006,0
"METABRIC","MTS-T0702",NA,0.004,0.036,0.006,0.01,0.006
"METABRIC","MTS-T0703","0",0.132,0.276,0.006,0.022,0.146
"METABRIC","MTS-T0704",NA,0.106,0.064,0.006,0.01,0.02
"METABRIC","MTS-T0705",NA,0.28,0.602,0.216,0.224,0.42
"METABRIC","MTS-T0706",NA,0.01,0.008,0.086,0.058,0.06
"METABRIC","MTS-T0707",NA,0.306,0.42,0.216,0.228,0.41
"METABRIC","MTS-T0709","1",0.056,0.032,0.228,0.128,0.13
"METABRIC","MTS-T0711","1",0.194,0.144,0.168,0.104,0.11
"METABRIC","MTS-T0712","0",0.21,0.162,0.126,0.054,0.068
"METABRIC","MTS-T0713",NA,0.034,0.012,0.156,0.034,0.016
"METABRIC","MTS-T0714",NA,0.474,0.392,0.44,0.436,0.402
"METABRIC","MTS-T0715",NA,0.722,0.754,0.006,0.28,0.494
"METABRIC","MTS-T0716",NA,0.724,0.82,0.422,0.536,0.636
"METABRIC","MTS-T0718",NA,0.028,0.036,0.006,0.006,0.002
"METABRIC","MTS-T0720","0",0.002,0.004,0.02,0.01,0.012
"METABRIC","MTS-T0721","0",0.046,0.016,0.006,0.012,0.004
"METABRIC","MTS-T0722","0",0.104,0.034,0.006,0.09,0.05
"METABRIC","MTS-T0723","0",0.086,0.53,0.17,0.202,0.416
"METABRIC","MTS-T0724","0",0,0.004,0.006,0.006,0
"METABRIC","MTS-T0725",NA,0.012,0.074,0.044,0.036,0.048
"METABRIC","MTS-T0726",NA,0.132,0.23,0.008,0.024,0.07
"METABRIC","MTS-T0727","0",0.086,0.532,0.022,0.032,0.382
"METABRIC","MTS-T0728","0",0.072,0.492,0.436,0.282,0.484
"METABRIC","MTS-T0729","0",0.024,0.02,0.218,0.076,0.046
"METABRIC","MTS-T0730","0",0.388,0.23,0.386,0.444,0.398
"METABRIC","MTS-T0731","0",0.006,0.016,0.41,0.274,0.26
"METABRIC","MTS-T0732","0",0,0.008,0.494,0.236,0.196
"METABRIC","MTS-T0733","0",0.004,0.006,0.126,0.008,0.004
"METABRIC","MTS-T0734",NA,0.122,0.028,0.392,0.206,0.168
"METABRIC","MTS-T0735","0",0.006,0.002,0.006,0.006,0.004
"METABRIC","MTS-T0736","0",0.026,0.01,0.222,0.152,0.15
"METABRIC","MTS-T0739","0",0,0,0.006,0.004,0.002
"METABRIC","MTS-T0740","0",0.002,0.004,0.156,0.024,0.014
"METABRIC","MTS-T0741","1",0.182,0.262,0.398,0.34,0.416
"METABRIC","MTS-T0742","0",0.18,0.308,0.15,0.03,0.092
"METABRIC","MTS-T0743",NA,0.004,0.01,0.012,0.002,0
"METABRIC","MTS-T0744","1",0.288,0.31,0.294,0.204,0.228
"METABRIC","MTS-T0746",NA,0,0.002,0.19,0.046,0.034
"METABRIC","MTS-T0747","0",0.004,0,0.086,0.054,0.044
"METABRIC","MTS-T0748",NA,0.166,0.11,0.008,0.026,0.028
"METABRIC","MTS-T0749","0",0.082,0.054,0.376,0.138,0.08
"METABRIC","MTS-T0750","0",0.366,0.128,0.064,0.13,0.088
"METABRIC","MTS-T0751","0",0.114,0.13,0.006,0.032,0.044
"METABRIC","MTS-T0752","0",0.03,0.034,0.13,0.022,0.028
"METABRIC","MTS-T0753","0",0.016,0.016,0.09,0.092,0.068
"METABRIC","MTS-T0754","0",0.148,0.03,0.012,0.006,0.002
"METABRIC","MTS-T0755","0",0.06,0.196,0.002,0.006,0.06
"METABRIC","MTS-T0757","0",0.01,0.01,0.252,0.182,0.178
"METABRIC","MTS-T0758","0",0,0.002,0.09,0.014,0.012
"METABRIC","MTS-T0759","0",0.086,0.072,0.012,0.018,0.008
"METABRIC","MTS-T0760","0",0,0.022,0.074,0.03,0.048
"METABRIC","MTS-T0761","0",0.004,0.008,0.008,0.006,0.004
"METABRIC","MTS-T0762","0",0.072,0.042,0.002,0.044,0.052
"METABRIC","MTS-T0763","0",0.012,0.094,0.512,0.238,0.206
"METABRIC","MTS-T0764",NA,0.892,0.858,0.524,0.61,0.684
"METABRIC","MTS-T0765","1",0.49,0.648,0.106,0.194,0.442
"METABRIC","MTS-T0766","0",0.012,0.22,0.154,0.078,0.154
"METABRIC","MTS-T0767","0",0.008,0.008,0.002,0,0
"METABRIC","MTS-T0768","0",0.012,0.008,0.148,0.012,0.016
"METABRIC","MTS-T0769",NA,0.006,0.008,0.006,0.008,0.018
"METABRIC","MTS-T0770","0",0.02,0.016,0.128,0.036,0.018
"METABRIC","MTS-T0771","0",0.016,0.004,0.016,0.022,0.006
"METABRIC","MTS-T0772","0",0.01,0.004,0.014,0.008,0.004
"METABRIC","MTS-T0773","0",0.056,0.106,0.006,0.012,0.02
"METABRIC","MTS-T0774","0",0.002,0.022,0.038,0.012,0.008
"METABRIC","MTS-T0775",NA,0.002,0.004,0.194,0.04,0.044
"METABRIC","MTS-T0776","0",0.014,0.014,0.532,0.154,0.08
"METABRIC","MTS-T0777","0",0.008,0.036,0.002,0,0.002
"METABRIC","MTS-T0778",NA,0.064,0.024,0.18,0.184,0.16
"METABRIC","MTS-T0779","0",0,0.006,0.322,0.082,0.064
"METABRIC","MTS-T0780","0",0.056,0.004,0.006,0.004,0.004
"METABRIC","MTS-T0781",NA,0.048,0.052,0.004,0.028,0.022
"METABRIC","MTS-T0782","0",0,0,0.554,0.302,0.224
"METABRIC","MTS-T0783","0",0.052,0.106,0.098,0.054,0.054
"METABRIC","MTS-T0784",NA,0.03,0.01,0.012,0.012,0.004
"METABRIC","MTS-T0785","0",0,0.002,0.018,0.006,0
"METABRIC","MTS-T0786","1",0.512,0.736,0.006,0.26,0.514
"METABRIC","MTS-T0787","0",0.086,0.078,0.024,0.02,0.016
"METABRIC","MTS-T0789","0",0.038,0.02,0.006,0.004,0.004
"METABRIC","MTS-T0790",NA,0.016,0.024,0.04,0.026,0.006
"METABRIC","MTS-T0791","0",0.01,0.008,0.002,0.006,0.002
"METABRIC","MTS-T0792","1",0.014,0.104,0.156,0.054,0.048
"METABRIC","MTS-T0793","0",0.006,0.018,0.146,0.024,0.04
"METABRIC","MTS-T0794","0",0.01,0.006,0.002,0.004,0
"METABRIC","MTS-T0795",NA,0.018,0.028,0.014,0.01,0.008
"METABRIC","MTS-T0796",NA,0.026,0.014,0.054,0.056,0.028
"METABRIC","MTS-T0797",NA,0.01,0.12,0.052,0.012,0.04
"METABRIC","MTS-T0798","0",0.154,0.096,0.174,0.13,0.134
"METABRIC","MTS-T0799",NA,0.104,0.494,0.006,0.014,0.29
"METABRIC","MTS-T0800",NA,0.002,0.002,0.41,0.076,0.016
"METABRIC","MTS-T0801",NA,0.026,0.014,0.184,0.036,0.026
"METABRIC","MTS-T0802","0",0.004,0.012,0.006,0.004,0.004
"METABRIC","MTS-T0803",NA,0.018,0.032,0.106,0.048,0.046
"METABRIC","MTS-T0804",NA,0.008,0.016,0.008,0.02,0.002
"METABRIC","MTS-T0805","0",0.018,0.224,0.214,0.078,0.148
"METABRIC","MTS-T0807","0",0.01,0.006,0.254,0.092,0.05
"METABRIC","MTS-T0808","0",0,0.002,0.012,0.002,0.002
"METABRIC","MTS-T0809",NA,0.036,0.134,0.548,0.146,0.132
"METABRIC","MTS-T0810","0",0.024,0.014,0.042,0.03,0.022
"METABRIC","MTS-T0811","1",0.29,0.184,0.144,0.224,0.184
"METABRIC","MTS-T0812",NA,0.206,0.162,0.002,0.076,0.052
"METABRIC","MTS-T0814",NA,0.84,0.89,0.542,0.544,0.676
"METABRIC","MTS-T0815","0",0.01,0.046,0.46,0.128,0.088
"METABRIC","MTS-T0816",NA,0.004,0.01,0.152,0.014,0.02
"METABRIC","MTS-T0817","0",0,0,0.172,0.036,0.026
"METABRIC","MTS-T0818","0",0.002,0.002,0.006,0.004,0.002
"METABRIC","MTS-T0819","0",0.01,0.362,0.004,0.014,0.346
"METABRIC","MTS-T0820",NA,0,0.004,0.034,0.03,0.012
"METABRIC","MTS-T0821","0",0.016,0.008,0.432,0.378,0.324
"METABRIC","MTS-T0822","0",0.01,0.02,0.17,0.106,0.064
"METABRIC","MTS-T0823","0",0.008,0.056,0.006,0.004,0.01
"METABRIC","MTS-T0825","0",0.004,0.008,0.518,0.146,0.082
"METABRIC","MTS-T0826",NA,0,0,0.052,0.024,0.014
"METABRIC","MTS-T0827","0",0.024,0.01,0.204,0.022,0
"METABRIC","MTS-T0828","0",0.004,0,0.154,0.05,0.022
"METABRIC","MTS-T0829","0",0.008,0.004,0.006,0.004,0.004
"METABRIC","MTS-T0830","0",0.008,0.02,0.002,0.006,0.002
"METABRIC","MTS-T0831","0",0.008,0.004,0.446,0.136,0.078
"METABRIC","MTS-T0832","0",0.02,0.018,0.218,0.162,0.168
"METABRIC","MTS-T0833","0",0.036,0.088,0.172,0.072,0.09
"METABRIC","MTS-T0834","0",0,0.012,0.256,0.206,0.202
"METABRIC","MTS-T0835","0",0.046,0.02,0.068,0.022,0.016
"METABRIC","MTS-T0836","0",0.006,0.03,0.198,0.078,0.05
"METABRIC","MTS-T0837","0",0,0,0.044,0.056,0.046
"METABRIC","MTS-T0838","0",0.002,0,0.252,0.102,0.056
"METABRIC","MTS-T0839","0",0.32,0.446,0.262,0.262,0.384
"METABRIC","MTS-T0840","0",0.324,0.6,0.554,0.452,0.53
"METABRIC","MTS-T0841","0",0.006,0.04,0.538,0.124,0.072
"METABRIC","MTS-T0842","0",0.002,0,0.004,0.002,0
"METABRIC","MTS-T0843","0",0.02,0.002,0.146,0.018,0
"METABRIC","MTS-T0844","0",0.008,0,0.42,0.13,0.07
"METABRIC","MTS-T0845","0",0.002,0.012,0.366,0.152,0.148
"METABRIC","MTS-T0846","0",0.016,0.01,0.014,0.026,0.016
"METABRIC","MTS-T0847","0",0,0.014,0.002,0,0
"METABRIC","MTS-T0848","0",0.002,0.006,0.006,0.012,0.008
"METABRIC","MTS-T0849","0",0,0,0.034,0.032,0.026
"METABRIC","MTS-T0850","0",0.004,0.014,0.048,0.024,0.012
"METABRIC","MTS-T0851","0",0.016,0.02,0.15,0.024,0.026
"METABRIC","MTS-T0852","0",0.162,0.076,0.282,0.314,0.252
"METABRIC","MTS-T0853","0",0.002,0.008,0.324,0.178,0.152
"METABRIC","MTS-T0854","0",0.042,0.026,0.494,0.12,0.046
"METABRIC","MTS-T0855","0",0.02,0.016,0.284,0.278,0.216
"METABRIC","MTS-T0856","0",0.006,0.006,0.114,0.032,0.024
"METABRIC","MTS-T0857","0",0,0,0.002,0.002,0
"METABRIC","MTS-T0858","0",0.002,0,0.148,0.03,0.01
"METABRIC","MTS-T0859","0",0.008,0,0.08,0.046,0.042
"METABRIC","MTS-T0860","1",0.006,0.008,0.202,0.21,0.19
"METABRIC","MTS-T0861","0",0.002,0.27,0.14,0.018,0.17
"METABRIC","MTS-T0862","0",0.028,0.036,0.262,0.202,0.118
"METABRIC","MTS-T0863","0",0,0,0.08,0.032,0.024
"METABRIC","MTS-T0864","0",0.002,0,0.006,0.006,0.002
"METABRIC","MTS-T0865","0",0.01,0.01,0.488,0.138,0.09
"METABRIC","MTS-T0866","0",0.006,0.002,0.008,0.006,0.002
"METABRIC","MTS-T0867","0",0,0.008,0.02,0.012,0.008
"METABRIC","MTS-T0868","0",0.008,0.004,0.042,0.05,0.038
"METABRIC","MTS-T0869","0",0.016,0.264,0.45,0.206,0.306
"METABRIC","MTS-T0871","0",0,0,0.56,0.136,0.074
"METABRIC","MTS-T0872","0",0.004,0.006,0.002,0,0
"METABRIC","MTS-T0873","0",0.264,0.13,0.006,0.078,0.082
"METABRIC","MTS-T0874","0",0.034,0.028,0.19,0.058,0.026
"METABRIC","MTS-T0875","0",0.002,0,0.196,0.032,0.046
"METABRIC","MTS-T0876",NA,0.016,0.026,0.454,0.234,0.132
"METABRIC","MTS-T0878","0",0.458,0.588,0.604,0.512,0.62
"METABRIC","MTS-T0879","0",0.006,0.012,0.488,0.144,0.1
"METABRIC","MTS-T0880","0",0.012,0.004,0.308,0.072,0.056
"METABRIC","MTS-T0881","0",0.19,0.458,0.214,0.258,0.362
"METABRIC","MTS-T0884","0",0.026,0.012,0.548,0.14,0.072
"METABRIC","MTS-T0885",NA,0.018,0.008,0.006,0.01,0
"METABRIC","MTS-T0886","0",0,0.008,0.574,0.348,0.238
"METABRIC","MTS-T0887",NA,0.208,0.436,0.584,0.44,0.56
"METABRIC","MTS-T0888","0",0.008,0.24,0.324,0.122,0.214
"METABRIC","MTS-T0889","0",0,0.01,0.476,0.272,0.23
"METABRIC","MTS-T0890","0",0.018,0.01,0.36,0.082,0.032
"METABRIC","MTS-T0891","0",0.05,0.032,0.006,0.014,0.004
"METABRIC","MTS-T0892","0",0.164,0.05,0.038,0.016,0.01
"METABRIC","MTS-T0893","0",0,0.004,0.002,0.006,0.002
"METABRIC","MTS-T0894","0",0.004,0.004,0.006,0.004,0.002
"METABRIC","MTS-T0895","0",0.016,0.008,0.13,0.074,0.052
"METABRIC","MTS-T0896","0",0.066,0.028,0.066,0.02,0.012
"METABRIC","MTS-T0897","0",0.01,0.03,0.424,0.172,0.142
"METABRIC","MTS-T0898","0",0.096,0.058,0.018,0.05,0.058
"METABRIC","MTS-T0899","0",0.124,0.118,0.202,0.21,0.192
"METABRIC","MTS-T0900","0",0.004,0.006,0.006,0.004,0.004
"METABRIC","MTS-T0901",NA,0.016,0.012,0.082,0.104,0.09
"METABRIC","MTS-T0902","0",0.012,0.114,0.008,0.036,0.038
"METABRIC","MTS-T0903",NA,0.05,0.17,0.006,0.01,0.11
"METABRIC","MTS-T0904","0",0,0.004,0.496,0.14,0.078
"METABRIC","MTS-T0905",NA,0.102,0.182,0.24,0.108,0.118
"METABRIC","MTS-T0906","1",0.092,0.134,0.456,0.28,0.202
"METABRIC","MTS-T0907","0",0,0.01,0.006,0.006,0.002
"METABRIC","MTS-T0908","0",0.054,0.046,0.01,0.056,0.058
"METABRIC","MTS-T0909","0",0.18,0.388,0.008,0.13,0.276
"METABRIC","MTS-T0910",NA,0.004,0.01,0.17,0.258,0.26
"METABRIC","MTS-T0912","0",0,0,0.006,0.004,0.002
"METABRIC","MTS-T0913","0",0,0,0.078,0.034,0.024
"METABRIC","MTS-T0914","0",0,0,0.224,0.178,0.164
"METABRIC","MTS-T0915","0",0.34,0.262,0.036,0.172,0.192
"METABRIC","MTS-T0916","0",0.454,0.282,0.006,0.258,0.198
"METABRIC","MTS-T0917","0",0.614,0.616,0.248,0.276,0.406
"METABRIC","MTS-T0918",NA,0.006,0.002,0.02,0.018,0.022
"METABRIC","MTS-T0919","0",0.08,0.068,0.208,0.076,0.068
"METABRIC","MTS-T0920","1",0.368,0.378,0.558,0.542,0.47
"METABRIC","MTS-T0921","0",0.008,0.018,0.058,0.032,0.016
"METABRIC","MTS-T0922","0",0.158,0.188,0.24,0.222,0.194
"METABRIC","MTS-T0923","0",0,0,0.006,0.004,0.002
"METABRIC","MTS-T0924",NA,0.002,0.03,0.006,0.01,0
"METABRIC","MTS-T0925",NA,0.378,0.272,0.406,0.47,0.37
"METABRIC","MTS-T0926",NA,0.644,0.714,0.388,0.454,0.498
"METABRIC","MTS-T0927","0",0.004,0.01,0.196,0.146,0.174
"METABRIC","MTS-T0928","0",0.054,0.01,0.554,0.124,0.08
"METABRIC","MTS-T0929","0",0.022,0.008,0.068,0.034,0.02
"METABRIC","MTS-T0930","1",0.004,0,0.154,0.016,0.012
"METABRIC","MTS-T0931","0",0.492,0.232,0.09,0.176,0.164
"METABRIC","MTS-T0932","0",0.386,0.192,0.05,0.272,0.166
"METABRIC","MTS-T0933","0",0,0.002,0.054,0.026,0.01
"METABRIC","MTS-T0934","0",0.002,0.002,0.01,0.014,0.004
"METABRIC","MTS-T0935","0",0.116,0.024,0.018,0.028,0.026
"METABRIC","MTS-T0936","0",0.14,0.356,0.422,0.272,0.34
"METABRIC","MTS-T0937","0",0.018,0.004,0.002,0,0
"METABRIC","MTS-T0938","0",0.074,0.03,0.286,0.074,0.024
"METABRIC","MTS-T0940","0",0.122,0.076,0.008,0.05,0.068
"METABRIC","MTS-T0942","0",0.006,0,0.006,0.004,0
"METABRIC","MTS-T0943","0",0.52,0.732,0.008,0.228,0.444
"METABRIC","MTS-T0944","0",0.142,0.134,0.18,0.226,0.26
"METABRIC","MTS-T0945","0",0.002,0.002,0.002,0,0.004
"METABRIC","MTS-T0946","0",0.008,0.012,0.034,0.02,0.008
"METABRIC","MTS-T0947","0",0.002,0.004,0.006,0.004,0.002
"METABRIC","MTS-T0948","0",0,0.006,0.006,0.004,0.002
"METABRIC","MTS-T0949","0",0.01,0.014,0.252,0.186,0.17
"METABRIC","MTS-T0950","0",0.05,0.04,0.006,0.004,0.002
"METABRIC","MTS-T0951",NA,0.044,0.022,0.134,0.042,0.026
"METABRIC","MTS-T0952","0",0,0,0.152,0.012,0.016
"METABRIC","MTS-T0953","0",0.01,0.016,0.058,0.026,0.012
"METABRIC","MTS-T0954","0",0.072,0.09,0.186,0.17,0.128
"METABRIC","MTS-T0955","0",0.244,0.578,0.046,0.118,0.468
"METABRIC","MTS-T0956",NA,0.9,0.882,0.432,0.586,0.744
"METABRIC","MTS-T0957","0",0.34,0.25,0.156,0.184,0.166
"METABRIC","MTS-T0958","0",0.014,0.04,0.27,0.04,0.044
"METABRIC","MTS-T0959","0",0.468,0.644,0.028,0.162,0.414
"METABRIC","MTS-T0960","0",0.032,0.014,0.44,0.178,0.12
"METABRIC","MTS-T0961","0",0.002,0.004,0.006,0.006,0.006
"METABRIC","MTS-T0962","0",0.344,0.176,0.002,0.184,0.102
"METABRIC","MTS-T0963",NA,0.548,0.426,0.126,0.186,0.192
"METABRIC","MTS-T0964","0",0.086,0.078,0.288,0.238,0.178
"METABRIC","MTS-T0965","0",0.184,0.412,0.02,0.03,0.172
"METABRIC","MTS-T0966","0",0.04,0.03,0.106,0.256,0.238
"METABRIC","MTS-T0967","0",0.906,0.836,0.008,0.25,0.342
"METABRIC","MTS-T0968","0",0.026,0.016,0.006,0.008,0
"METABRIC","MTS-T0969","0",0.056,0.01,0.448,0.162,0.056
"METABRIC","MTS-T0971",NA,0.748,0.7,0.002,0.274,0.406
"METABRIC","MTS-T0972","0",0.04,0.02,0.01,0.008,0.016
"METABRIC","MTS-T0973","0",0.208,0.186,0.178,0.2,0.164
"METABRIC","MTS-T0974","0",0,0,0.006,0.004,0.002
"METABRIC","MTS-T0975","0",0.482,0.338,0.006,0.226,0.182
"METABRIC","MTS-T0976","0",0.02,0.022,0.54,0.136,0.06
"METABRIC","MTS-T0977","0",0.044,0.086,0.226,0.168,0.164
"METABRIC","MTS-T0978","0",0.01,0.002,0.01,0.008,0
"METABRIC","MTS-T0979","0",0.028,0.004,0.19,0.156,0.146
"METABRIC","MTS-T0980","0",0.014,0.002,0.012,0.01,0.004
"METABRIC","MTS-T0981","0",0.36,0.256,0.08,0.07,0.066
"METABRIC","MTS-T0982","0",0.006,0.012,0.002,0,0.002
