"cohort","id","trueHRD","CNA","ASCN","SNV","SNV+CNA","SNV+ASCN"
"METABRIC","MTS-T2394","0",0.054,0.156,0.266,0.226,0.284
"METABRIC","MTS-T2395","0",0.018,0.018,0.198,0.096,0.108
"METABRIC","MTS-T2396",NA,0,0,0.004,0.004,0.002
"METABRIC","MTS-T2397","0",0.014,0.028,0.556,0.144,0.082
"METABRIC","MTS-T2398","0",0,0.018,0.326,0.12,0.108
"METABRIC","MTS-T2399","0",0.018,0.038,0.104,0.028,0.05
"METABRIC","MTS-T2400","0",0.008,0.01,0.006,0.01,0.002
"METABRIC","MTS-T2401","0",0.088,0.028,0.568,0.296,0.196
"METABRIC","MTS-T2402",NA,0.002,0.008,0.006,0.004,0.012
"METABRIC","MTS-T2403",NA,0.116,0.032,0.232,0.132,0.116
"METABRIC","MTS-T2404","0",0.012,0.01,0.526,0.334,0.31
"METABRIC","MTS-T2406","0",0,0.004,0.01,0.01,0.008
"METABRIC","MTS-T2407",NA,0.782,0.784,0.234,0.33,0.54
"METABRIC","MTS-T2408","0",0.002,0.002,0.09,0.014,0.01
"METABRIC","MTS-T2409",NA,0,0.04,0.014,0.004,0.002
"METABRIC","MTS-T2410","0",0.686,0.332,0.126,0.222,0.15
"METABRIC","MTS-T2411",NA,0.036,0.118,0.006,0.006,0.014
"METABRIC","MTS-T2412","0",0.006,0,0.036,0.038,0.022
"METABRIC","MTS-T2413","0",0,0.002,0.004,0.008,0.008
"METABRIC","MTS-T2414","0",0.016,0.04,0.286,0.076,0.088
"METABRIC","MTS-T2415","0",0.004,0.008,0.102,0.036,0.026
"METABRIC","MTS-T2416","0",0.002,0.008,0.15,0.01,0.016
"METABRIC","MTS-T2433","0",0.012,0.03,0.15,0.01,0.018
"GEL","id.1","0",0.056,0.032,0.002,0,0.006
"GEL","id.2",NA,0.07,0.312,0.23,0.146,0.366
"GEL","id.3","0",0.046,0.114,0.016,0.024,0.064
"GEL","id.4","0",0.056,0.036,0,0.002,0.004
"GEL","id.5",NA,0.474,0.368,0,0.288,0.202
"GEL","id.6",NA,0.552,0.398,0.006,0.31,0.26
"GEL","id.7",NA,0.45,0.326,0,0.23,0.19
"GEL","id.8",NA,0.326,0.218,0.192,0.258,0.18
"GEL","id.9","0",0.032,0.01,0,0,0
"GEL","id.10",NA,0.428,0.304,0,0.274,0.204
"GEL","id.11",NA,0.404,0.262,0,0.182,0.178
"GEL","id.12",NA,0.04,0.064,0.134,0.032,0.054
"GEL","id.13",NA,0.502,0.372,0.012,0.308,0.226
"GEL","id.14",NA,0.4,0.316,0,0.146,0.162
"GEL","id.15","1",0.464,0.328,0.138,0.312,0.312
"GEL","id.16","0",0.114,0.088,0,0.012,0.002
"GEL","id.17",NA,0.5,0.354,0,0.272,0.192
"GEL","id.18",NA,0.046,0.096,0.002,0,0.034
"GEL","id.19",NA,0.484,0.352,0.012,0.208,0.196
"GEL","id.20","0",0.028,0.02,0.002,0.008,0.008
"GEL","id.21","1",0.404,0.23,0.216,0.33,0.2
"GEL","id.22",NA,0.506,0.37,0,0.292,0.186
"GEL","id.23","1",0.426,0.268,0.864,0.594,0.48
"GEL","id.24",NA,0.288,0.162,0.162,0.288,0.198
"GEL","id.25",NA,0.534,0.332,0.008,0.186,0.176
"GEL","id.26",NA,0.416,0.31,0,0.172,0.168
"GEL","id.27",NA,0.17,0.09,0.05,0.086,0.11
"GEL","id.28",NA,0.4,0.274,0.018,0.208,0.154
"GEL","id.29","0",0.034,0.016,0.006,0.02,0.016
"GEL","id.30",NA,0.488,0.292,0.664,0.598,0.554
"GEL","id.31","1",0.344,0.398,0.666,0.59,0.706
"GEL","id.32",NA,0.382,0.282,0.006,0.164,0.152
"GEL","id.33",NA,0.37,0.254,0,0.168,0.132
"GEL","id.34",NA,0.288,0.19,0,0.162,0.114
"GEL","id.35","0",0.37,0.248,0,0.16,0.136
"GEL","id.36",NA,0.078,0.028,0.046,0.046,0.032
"GEL","id.37",NA,0.45,0.29,0.2,0.408,0.314
"GEL","id.38",NA,0.496,0.316,0.748,0.65,0.548
"GEL","id.39","0",0.364,0.246,0,0.138,0.118
"GEL","id.40",NA,0.284,0.146,0,0.148,0.094
"GEL","id.41",NA,0.488,0.368,0,0.288,0.222
"GEL","id.42",NA,0.454,0.454,0.04,0.242,0.26
"GEL","id.43",NA,0.296,0.196,0.172,0.246,0.224
"GEL","id.44","0",0.034,0.008,0,0,0
"GEL","id.45","0",0.024,0.02,0,0,0
"GEL","id.46",NA,0.372,0.248,0.014,0.306,0.162
"GEL","id.47",NA,0.038,0.01,0.002,0.01,0.008
"GEL","id.48",NA,0.498,0.646,0.046,0.378,0.54
"GEL","id.49",NA,0.164,0.09,0,0.01,0.002
"GEL","id.50","1",0.038,0.47,0.97,0.722,0.802
"GEL","id.51",NA,0.386,0.258,0.818,0.736,0.608
"GEL","id.52",NA,0.368,0.734,0.932,0.888,0.892
"GEL","id.53",NA,0.044,0.044,0.02,0.026,0.014
"GEL","id.54",NA,0.122,0.076,0.016,0.006,0.008
"GEL","id.55",NA,0.082,0.092,0.014,0.028,0.046
"GEL","id.56","0",0.06,0.03,0,0.004,0
"GEL","id.57","0",0.058,0.068,0,0.002,0.004
"GEL","id.58",NA,0.074,0.044,0,0.006,0.002
"GEL","id.59",NA,0.102,0.518,0.002,0.018,0.398
"GEL","id.60",NA,0.088,0.056,0.012,0.002,0.006
"GEL","id.61","0",0.038,0.032,0.004,0.026,0.014
"GEL","id.62","0",0.464,0.358,0.25,0.368,0.308
"GEL","id.63",NA,0.516,0.328,0.01,0.328,0.25
"GEL","id.64","1",0.548,0.374,0.96,0.81,0.698
"GEL","id.65",NA,0.494,0.324,0.002,0.2,0.214
"GEL","id.66","0",0.598,0.362,0.124,0.45,0.318
"GEL","id.67","0",0.094,0.054,0.002,0.018,0.01
"GEL","id.68",NA,0.26,0.62,0.924,0.854,0.846
"GEL","id.69",NA,0.502,0.328,0.436,0.512,0.354
"GEL","id.70",NA,0.322,0.254,0.026,0.27,0.266
"GEL","id.71",NA,0.514,0.376,0.01,0.368,0.248
"GEL","id.72",NA,0.382,0.278,0.004,0.26,0.154
"GEL","id.73",NA,0.038,0.018,0.562,0.422,0.398
"GEL","id.74",NA,0.408,0.31,0.006,0.208,0.208
"GEL","id.75",NA,0.106,0.176,0,0.066,0.142
"GEL","id.76",NA,0.342,0.272,0.006,0.266,0.15
"GEL","id.77",NA,0.514,0.35,0.504,0.524,0.416
"GEL","id.78",NA,0.346,0.23,0.008,0.25,0.214
"GEL","id.79",NA,0.254,0.192,0,0.142,0.112
"GEL","id.80",NA,0.246,0.186,0.002,0.146,0.112
"GEL","id.81",NA,0.516,0.35,0.02,0.32,0.222
"GEL","id.82",NA,0.04,0.13,0.03,0.028,0.042
"GEL","id.83",NA,0.358,0.216,0.006,0.262,0.2
"GEL","id.84",NA,0.014,0.016,0,0.002,0.002
"GEL","id.85",NA,0.424,0.306,0,0.19,0.144
"GEL","id.86",NA,0.506,0.39,0,0.27,0.204
"GEL","id.87",NA,0.42,0.298,0.578,0.42,0.356
"GEL","id.88",NA,0.228,0.252,0,0.102,0.11
"GEL","id.89",NA,0.222,0.186,0.008,0.144,0.136
"GEL","id.90",NA,0.6,0.734,0.976,0.928,0.926
"GEL","id.91","0",0.098,0.06,0,0.016,0.014
"GEL","id.92",NA,0.164,0.198,0.002,0.086,0.122
"GEL","id.93","0",0.244,0.192,0.004,0.188,0.16
"GEL","id.94",NA,0.412,0.282,0.178,0.322,0.244
"GEL","id.95",NA,0.362,0.248,0.008,0.248,0.206
"GEL","id.96","0",0.08,0.052,0.024,0.044,0.054
"GEL","id.97",NA,0.29,0.244,0.168,0.344,0.236
"GEL","id.98",NA,0.064,0.096,0.008,0.02,0.038
"GEL","id.99","1",0.26,0.19,0.028,0.194,0.162
"GEL","id.100","0",0.484,0.262,0.374,0.382,0.304
"GEL","id.101",NA,0.52,0.398,0,0.296,0.21
"GEL","id.102","0",0.328,0.228,0.002,0.172,0.14
"GEL","id.103",NA,0.51,0.334,0.054,0.406,0.3
"GEL","id.104",NA,0.05,0.082,0.03,0.03,0.072
"GEL","id.105",NA,0.534,0.316,0.394,0.436,0.384
"GEL","id.106",NA,0.42,0.306,0.014,0.25,0.182
"GEL","id.107",NA,0.51,0.376,0.002,0.248,0.186
"GEL","id.108",NA,0.038,0.08,0,0.004,0.05
"GEL","id.109",NA,0.536,0.382,0,0.316,0.212
"GEL","id.110",NA,0.462,0.322,0.016,0.3,0.2
"GEL","id.111",NA,0.008,0.052,0.07,0.06,0.036
"GEL","id.112",NA,0.264,0.2,0.002,0.146,0.126
"GEL","id.113",NA,0.268,0.194,0,0.152,0.118
"GEL","id.114",NA,0.444,0.322,0.004,0.226,0.194
"GEL","id.115",NA,0.402,0.264,0,0.158,0.136
"GEL","id.116",NA,0.2,0.202,0,0.14,0.126
"GEL","id.117",NA,0.404,0.256,0.002,0.258,0.16
"GEL","id.118",NA,0.516,0.398,0.178,0.43,0.338
"GEL","id.119",NA,0.508,0.354,0,0.286,0.204
"GEL","id.120","0",0.314,0.148,0.01,0.166,0.108
"GEL","id.121","0",0.076,0.06,0,0.022,0.012
"GEL","id.122",NA,0.48,0.356,0,0.232,0.168
"GEL","id.123",NA,0.484,0.312,0.06,0.41,0.296
"GEL","id.124",NA,0.1,0.27,0.336,0.302,0.348
"GEL","id.125",NA,0.342,0.232,0.004,0.19,0.186
"GEL","id.126",NA,0.368,0.244,0.208,0.294,0.19
"GEL","id.127",NA,0.532,0.36,0.006,0.294,0.188
"GEL","id.128",NA,0.164,0.156,0.006,0.064,0.096
"GEL","id.129",NA,0.06,0.122,0.774,0.49,0.354
"GEL","id.130","0",0.02,0.008,0,0.012,0
"GEL","id.131",NA,0.254,0.19,0.014,0.198,0.108
"GEL","id.132",NA,0.482,0.27,0.004,0.166,0.122
"GEL","id.133",NA,0.352,0.354,0.966,0.768,0.776
"GEL","id.134","1",0.042,0.006,0.146,0.042,0.018
"GEL","id.135","0",0.004,0.098,0.004,0.006,0.056
"GEL","id.136",NA,0.502,0.33,0.022,0.368,0.246
"GEL","id.137",NA,0.524,0.382,0,0.268,0.176
"GEL","id.138",NA,0.018,0.54,0.976,0.784,0.828
"GEL","id.139","0",0.284,0.216,0.004,0.208,0.138
"GEL","id.140","0",0.034,0.018,0,0.008,0.004
"GEL","id.141",NA,0.464,0.306,0,0.266,0.2
"GEL","id.142",NA,0.504,0.38,0.012,0.338,0.254
"GEL","id.143",NA,0.08,0.036,0.016,0.024,0.014
"GEL","id.144",NA,0.054,0.042,0,0.016,0.016
"GEL","id.145",NA,0.504,0.356,0.664,0.656,0.572
"GEL","id.146","1",0.036,0.438,0.338,0.146,0.506
"GEL","id.147","1",0.56,0.428,0.16,0.418,0.346
"GEL","id.148","1",0.264,0.196,0,0.166,0.122
"GEL","id.149",NA,0.484,0.364,0.01,0.38,0.266
"GEL","id.150",NA,0.496,0.344,0,0.292,0.218
"GEL","id.151",NA,0.408,0.294,0.358,0.398,0.396
"GEL","id.152",NA,0.336,0.218,0.016,0.198,0.16
"GEL","id.153","0",0.126,0.084,0,0.008,0.01
"GEL","id.154",NA,0.52,0.386,0,0.278,0.2
"GEL","id.155",NA,0.492,0.37,0.008,0.288,0.23
"GEL","id.156","0",0.384,0.25,0,0.166,0.142
"GEL","id.157","0",0.048,0.038,0,0,0.006
"GEL","id.158",NA,0.494,0.36,0.68,0.608,0.544
"GEL","id.159",NA,0.522,0.374,0.56,0.518,0.364
"GEL","id.160",NA,0.038,0.05,0.02,0.03,0.04
"GEL","id.161",NA,0.488,0.364,0.004,0.266,0.192
"GEL","id.162",NA,0.518,0.388,0.014,0.274,0.214
"GEL","id.163",NA,0.38,0.266,0,0.274,0.15
"GEL","id.164","0",0.118,0.086,0.008,0.06,0.042
"GEL","id.165","0",0.02,0.026,0.008,0.018,0.02
"GEL","id.166",NA,0.496,0.372,0.184,0.418,0.328
"GEL","id.167",NA,0.488,0.356,0,0.23,0.178
"GEL","id.168","1",0.376,0.252,0.752,0.536,0.428
"GEL","id.169",NA,0.27,0.196,0.012,0.172,0.148
"GEL","id.170",NA,0.398,0.33,0,0.196,0.172
"GEL","id.171",NA,0.482,0.316,0.958,0.792,0.664
"GEL","id.172",NA,0.418,0.322,0.01,0.194,0.192
"GEL","id.173",NA,0.436,0.28,0,0.236,0.164
"GEL","id.174","0",0.046,0.028,0.004,0.008,0.006
"GEL","id.175",NA,0.448,0.444,0.004,0.232,0.366
"GEL","id.176",NA,0.008,0.006,0.188,0.112,0.086
"GEL","id.177",NA,0.384,0.274,0.002,0.258,0.154
"GEL","id.178",NA,0.472,0.37,0,0.282,0.2
"GEL","id.179",NA,0.404,0.272,0.002,0.282,0.182
"GEL","id.180",NA,0.482,0.348,0.31,0.536,0.354
"GEL","id.181",NA,0.518,0.306,0.038,0.288,0.22
"GEL","id.182",NA,0.422,0.524,0.79,0.574,0.658
"GEL","id.183",NA,0.358,0.23,0.026,0.208,0.16
"GEL","id.184","0",0.404,0.296,0,0.286,0.202
"GEL","id.185",NA,0.532,0.278,0.004,0.25,0.166
"GEL","id.186",NA,0.448,0.296,0.024,0.318,0.236
"GEL","id.187","0",0.354,0.25,0,0.168,0.128
"GEL","id.188",NA,0.488,0.326,0.01,0.33,0.268
"GEL","id.189","0",0.36,0.262,0.006,0.196,0.134
"GEL","id.190",NA,0.442,0.594,0.958,0.846,0.842
"GEL","id.191",NA,0.368,0.24,0,0.216,0.152
"GEL","id.192",NA,0.288,0.166,0.016,0.268,0.146
"GEL","id.193",NA,0.558,0.358,0.012,0.258,0.236
"GEL","id.194","0",0.364,0.26,0.164,0.29,0.23
"GEL","id.195",NA,0.272,0.19,0.016,0.168,0.126
"GEL","id.196",NA,0.05,0.026,0.014,0.014,0.004
"GEL","id.197",NA,0.508,0.388,0,0.276,0.208
"GEL","id.198",NA,0.448,0.312,0.026,0.274,0.248
"GEL","id.199",NA,0.268,0.192,0.002,0.172,0.124
"GEL","id.200",NA,0.51,0.382,0.002,0.298,0.218
"GEL","id.201",NA,0.536,0.386,0,0.284,0.208
"GEL","id.202",NA,0.396,0.25,0.014,0.33,0.196
"GEL","id.203",NA,0.286,0.21,0.414,0.342,0.31
"GEL","id.204",NA,0.492,0.39,0,0.292,0.202
"GEL","id.205",NA,0.07,0.046,0.006,0.002,0.004
"GEL","id.206",NA,0.488,0.372,0.008,0.356,0.24
"GEL","id.207","0",0.092,0.064,0.01,0.01,0.008
"GEL","id.208",NA,0.45,0.316,0.002,0.26,0.192
"GEL","id.209","0",0.626,0.212,0.092,0.226,0.128
"GEL","id.210",NA,0.48,0.368,0.766,0.732,0.654
"GEL","id.211",NA,0.51,0.366,0.058,0.414,0.298
"GEL","id.212",NA,0.506,0.354,0.086,0.426,0.324
"GEL","id.213",NA,0.408,0.312,0.002,0.15,0.144
"GEL","id.214",NA,0.506,0.368,0,0.272,0.212
"GEL","id.215",NA,0.294,0.196,0,0.166,0.132
"GEL","id.216","1",0.35,0.216,0.592,0.532,0.448
"GEL","id.217",NA,0.41,0.28,0.002,0.176,0.114
"GEL","id.218",NA,0.348,0.186,0.008,0.176,0.102
"GEL","id.219","0",0,0,0,0,0
"GEL","id.220",NA,0.344,0.224,0.002,0.162,0.158
"GEL","id.221",NA,0.392,0.29,0.092,0.238,0.198
"GEL","id.222",NA,0.002,0.476,0.874,0.59,0.688
"GEL","id.223",NA,0.68,0.504,0.776,0.754,0.632
"GEL","id.224","0",0.076,0.04,0,0.012,0.002
"GEL","id.225","0",0.006,0,0,0,0
"GEL","id.226","0",0.558,0.3,0,0.252,0.178
"GEL","id.227","0",0.158,0.08,0.004,0.06,0.028
"GEL","id.228",NA,0.03,0.044,0.03,0.016,0.044
"GEL","id.229",NA,0.166,0.14,0.012,0.116,0.114
"GEL","id.230",NA,0.026,0.032,0.002,0.004,0.006
"GEL","id.231",NA,0.006,0.008,0,0.002,0.002
"GEL","id.232",NA,0.042,0.016,0,0.002,0.002
"GEL","id.233",NA,0.49,0.358,0.784,0.646,0.504
"GEL","id.234",NA,0.478,0.362,0.006,0.344,0.25
"GEL","id.235",NA,0.35,0.236,0.202,0.32,0.282
"GEL","id.236",NA,0.466,0.332,0,0.26,0.188
"GEL","id.237",NA,0.438,0.28,0,0.188,0.136
"GEL","id.238",NA,0.012,0.01,0.012,0.004,0.006
"GEL","id.239",NA,0.26,0.202,0.198,0.32,0.216
"GEL","id.240",NA,0.534,0.358,0.732,0.616,0.462
"GEL","id.241",NA,0.028,0.018,0.002,0.026,0.008
"GEL","id.242",NA,0.132,0.066,0.074,0.04,0.02
"GEL","id.243",NA,0.46,0.32,0,0.168,0.158
"GEL","id.244",NA,0.466,0.318,0.014,0.326,0.238
"GEL","id.245","0",0.002,0.01,0.11,0.094,0.098
"GEL","id.246","0",0.31,0.304,0.622,0.546,0.552
"GEL","id.247","1",0.508,0.356,0.008,0.294,0.214
"GEL","id.248",NA,0.202,0.19,0.01,0.124,0.114
"GEL","id.249",NA,0.106,0.048,0.006,0.008,0.006
"GEL","id.250",NA,0.502,0.334,0,0.278,0.206
"GEL","id.251","0",0.11,0.5,0.004,0.03,0.392
"GEL","id.252",NA,0.382,0.272,0,0.272,0.168
"GEL","id.253",NA,0.474,0.236,0.03,0.27,0.188
"GEL","id.254",NA,0.19,0.234,0.092,0.174,0.186
"GEL","id.255",NA,0.05,0.024,0.004,0.002,0
"GEL","id.256",NA,0.498,0.35,0.968,0.792,0.678
"GEL","id.257",NA,0.006,0.044,0.034,0.036,0.04
"GEL","id.258","0",0.04,0.068,0.006,0.014,0.018
"GEL","id.259",NA,0.358,0.25,0,0.238,0.172
"GEL","id.260",NA,0.486,0.312,0.012,0.354,0.276
"GEL","id.261","1",0.56,0.678,0.974,0.906,0.896
"GEL","id.262",NA,0,0,0,0,0
"GEL","id.263","0",0.106,0.072,0.002,0.012,0.004
"GEL","id.264",NA,0.34,0.238,0.024,0.234,0.244
"GEL","id.265","0",0.016,0.016,0.032,0.014,0.024
"GEL","id.266","0",0.382,0.296,0,0.158,0.128
"GEL","id.267",NA,0.468,0.296,0,0.244,0.134
"GEL","id.268","1",0.392,0.256,0.004,0.21,0.17
"GEL","id.269",NA,0.444,0.276,0.04,0.254,0.216
"GEL","id.270",NA,0.402,0.274,0.002,0.344,0.252
"GEL","id.271",NA,0.538,0.382,0.188,0.348,0.262
"GEL","id.272","1",0.05,0.054,0.908,0.7,0.608
"GEL","id.273",NA,0.37,0.304,0.008,0.216,0.224
"GEL","id.274",NA,0.408,0.37,0.018,0.238,0.212
"GEL","id.275",NA,0.592,0.262,0,0.268,0.182
"GEL","id.276",NA,0.326,0.25,0.004,0.206,0.16
"GEL","id.277","0",0.278,0.184,0,0.136,0.102
"GEL","id.278",NA,0.08,0.044,0.174,0.122,0.082
"GEL","id.279",NA,0.522,0.338,0,0.2,0.18
"GEL","id.280",NA,0.278,0.21,0.002,0.188,0.144
"GEL","id.281",NA,0.584,0.312,0.008,0.248,0.192
"GEL","id.282",NA,0.48,0.34,0.008,0.306,0.25
"GEL","id.283",NA,0.448,0.422,0.006,0.194,0.174
"GEL","id.284",NA,0.024,0.45,0.686,0.348,0.58
"GEL","id.285",NA,0.536,0.396,0,0.304,0.202
"GEL","id.286",NA,0.01,0.124,0.03,0.018,0.104
"GEL","id.287",NA,0.102,0.348,0.002,0.004,0.246
"GEL","id.288","0",0.078,0.076,0.004,0.03,0.026
"GEL","id.289",NA,0.622,0.264,0.002,0.22,0.142
"GEL","id.290",NA,0.5,0.346,0.002,0.296,0.206
"GEL","id.291",NA,0.02,0.03,0.002,0.006,0.004
"GEL","id.292",NA,0.462,0.308,0.014,0.298,0.182
"GEL","id.293",NA,0.364,0.25,0.002,0.158,0.134
"GEL","id.294",NA,0.066,0.066,0.016,0.018,0.032
"GEL","id.295",NA,0.02,0.062,0.018,0.008,0.044
"GEL","id.296",NA,0.254,0.14,0,0.14,0.09
"GEL","id.297",NA,0.51,0.348,0.012,0.296,0.214
"GEL","id.298","0",0.58,0.34,0.004,0.3,0.198
"GEL","id.299",NA,0.524,0.386,0.002,0.302,0.208
"GEL","id.300",NA,0.042,0.516,0.808,0.536,0.688
"GEL","id.301","0",0.404,0.246,0.004,0.178,0.134
"GEL","id.302","1",0.502,0.374,0.264,0.43,0.368
"GEL","id.303",NA,0.552,0.61,0.88,0.832,0.872
"GEL","id.304",NA,0.47,0.308,0.008,0.318,0.234
"GEL","id.305","0",0.096,0.064,0.184,0.148,0.092
"GEL","id.306",NA,0.276,0.198,0,0.172,0.124
"GEL","id.307",NA,0.396,0.264,0.08,0.304,0.202
"GEL","id.308",NA,0.224,0.2,0.048,0.142,0.112
"GEL","id.309",NA,0.092,0.042,0.016,0.004,0.002
"GEL","id.310",NA,0.528,0.464,0.894,0.61,0.562
"GEL","id.311",NA,0.55,0.39,0.03,0.376,0.294
"GEL","id.312",NA,0.458,0.316,0.724,0.666,0.576
"GEL","id.313",NA,0.006,0.014,0.002,0,0.002
"GEL","id.314",NA,0.024,0.182,0.166,0.032,0.158
"GEL","id.315",NA,0.036,0.4,0.026,0.042,0.304
"GEL","id.316",NA,0.016,0.132,0.014,0.004,0.07
"GEL","id.317","0",0.444,0.248,0.012,0.228,0.224
"GEL","id.318","1",0.478,0.326,0,0.276,0.204
"GEL","id.319","0",0.004,0.032,0,0.002,0.004
"GEL","id.320","1",0.368,0.29,0.006,0.16,0.136
"GEL","id.321","0",0.008,0.022,0.004,0.004,0.002
"GEL","id.322","0",0.08,0.08,0,0.016,0.034
"GEL","id.323",NA,0.416,0.292,0,0.262,0.18
"GEL","id.324",NA,0.48,0.36,0.01,0.268,0.206
"GEL","id.325",NA,0.082,0.058,0.026,0.034,0.014
"GEL","id.326",NA,0.336,0.218,0,0.158,0.138
"GEL","id.327",NA,0.006,0.512,0.008,0.018,0.466
"GEL","id.328",NA,0.524,0.368,0.83,0.672,0.508
"GEL","id.329",NA,0,0.002,0.162,0.06,0.052
"GEL","id.330","0",0.02,0.008,0.012,0.012,0.008
"GEL","id.331",NA,0.09,0.066,0.036,0.034,0.046
"GEL","id.332",NA,0.34,0.498,0.158,0.312,0.42
"GEL","id.333",NA,0.162,0.132,0.002,0.032,0.01
"GEL","id.334",NA,0.044,0.068,0.002,0.01,0.03
"GEL","id.335",NA,0.052,0.266,0.524,0.278,0.322
"GEL","id.336","0",0.022,0.014,0.09,0.026,0.026
"GEL","id.337","0",0.058,0.026,0.006,0.004,0
"GEL","id.338",NA,0.062,0.08,0.018,0.018,0.026
"GEL","id.339",NA,0.058,0.018,0.012,0.036,0.026
"GEL","id.340","0",0.078,0.062,0.002,0.01,0.01
"GEL","id.341",NA,0.634,0.326,0.592,0.68,0.54
"GEL","id.342",NA,0.034,0.038,0.014,0.014,0.02
"GEL","id.343",NA,0.232,0.678,0.966,0.88,0.878
"GEL","id.344",NA,0.046,0.03,0,0,0
"GEL","id.345",NA,0.04,0.114,0.014,0.018,0.036
"GEL","id.346",NA,0.106,0.16,0.072,0.032,0.096
"GEL","id.347",NA,0.018,0.076,0,0.006,0.058
"GEL","id.348",NA,0.074,0.082,0.004,0.042,0.074
"GEL","id.349","0",0.004,0.002,0,0,0
"GEL","id.350","0",0.06,0.06,0,0,0.006
"GEL","id.351",NA,0.65,0.386,0,0.31,0.226
"GEL","id.352",NA,0.232,0.332,0.066,0.186,0.188
"GEL","id.353","0",0.124,0.058,0.02,0.004,0.008
"GEL","id.354","0",0.03,0.032,0,0,0.006
"GEL","id.355",NA,0.11,0.238,0.08,0.2,0.232
"GEL","id.356",NA,0.096,0.052,0,0.008,0.006
"GEL","id.357","0",0.004,0,0.154,0.05,0.024
"GEL","id.358","0",0.002,0.008,0.474,0.346,0.28
"GEL","id.359",NA,0.38,0.244,0.49,0.472,0.438
"GEL","id.360","1",0.244,0.69,0.928,0.894,0.842
"GEL","id.361","0",0.386,0.266,0.002,0.27,0.184
"GEL","id.362",NA,0.03,0.024,0.018,0.02,0.01
"GEL","id.363","1",0.56,0.736,0.908,0.86,0.832
"GEL","id.364",NA,0.116,0.09,0,0.01,0.004
"GEL","id.365",NA,0.024,0.088,0.012,0.026,0.048
"GEL","id.366",NA,0.01,0.374,0.008,0,0.232
"GEL","id.367",NA,0.03,0.334,0.418,0.168,0.474
"GEL","id.368","0",0.118,0.082,0,0.02,0.006
"GEL","id.369","0",0.116,0.086,0.022,0.022,0.03
"GEL","id.370","0",0.194,0.188,0.004,0.134,0.106
"GEL","id.371",NA,0.406,0.234,0.462,0.47,0.388
"GEL","id.372","0",0.03,0.01,0.008,0.004,0.002
"GEL","id.373",NA,0.052,0.056,0.014,0.018,0.016
"GEL","id.374","1",0.226,0.63,0.966,0.894,0.904
"GEL","id.375","0",0.068,0.038,0,0.004,0
"GEL","id.376","0",0.006,0.008,0.418,0.322,0.248
"GEL","id.377","0",0.006,0.012,0.01,0.006,0
"GEL","id.378","1",0.136,0.586,0.908,0.86,0.884
"GEL","id.379",NA,0.252,0.2,0.016,0.168,0.126
"GEL","id.380",NA,0.048,0.028,0.048,0.024,0.014
"GEL","id.381","0",0.076,0.056,0.016,0.012,0.016
"GEL","id.382",NA,0.454,0.262,0.006,0.22,0.166
"GEL","id.383","0",0.444,0.298,0.014,0.166,0.128
"GEL","id.384",NA,0.016,0.01,0.014,0.006,0.006
"GEL","id.385","0",0.052,0.034,0,0.002,0.004
"GEL","id.386",NA,0.258,0.184,0.184,0.308,0.27
"GEL","id.387","0",0.288,0.156,0.01,0.13,0.064
"GEL","id.388",NA,0.024,0.052,0.114,0.078,0.058
"GEL","id.389","0",0.07,0.042,0.01,0.002,0.01
"GEL","id.390","1",0.742,0.788,0.774,0.814,0.84
"GEL","id.391",NA,0.41,0.582,0.82,0.634,0.738
"GEL","id.392","0",0.068,0.064,0.002,0.004,0.002
"GEL","id.393","0",0.582,0.362,0.006,0.26,0.176
"GEL","id.394","0",0.42,0.274,0.004,0.24,0.162
"GEL","id.395",NA,0.014,0.102,0.462,0.27,0.228
"GEL","id.396","0",0.052,0.03,0,0,0
"GEL","id.397",NA,0.12,0.076,0.028,0.022,0.038
"GEL","id.398","0",0.126,0.084,0.024,0.026,0.018
"GEL","id.399",NA,0.01,0.088,0.168,0.052,0.064
"GEL","id.400","0",0.568,0.354,0.004,0.27,0.182
"GEL","id.401","0",0.45,0.284,0.004,0.258,0.186
"GEL","id.402",NA,0.004,0.01,0.01,0.002,0.004
"GEL","id.403",NA,0.502,0.696,0.79,0.772,0.808
"GEL","id.404",NA,0.316,0.406,0.958,0.734,0.77
"GEL","id.405",NA,0.014,0.036,0.006,0.01,0.022
"GEL","id.406",NA,0.01,0.446,0.956,0.746,0.816
"GEL","id.407",NA,0.008,0.022,0.05,0.024,0.02
"GEL","id.408","0",0.076,0.036,0.012,0.008,0.004
"GEL","id.409","0",0.054,0.034,0.006,0.002,0.008
"GEL","id.410","0",0.062,0.062,0.004,0.012,0.01
"GEL","id.411","0",0.526,0.386,0.002,0.272,0.218
"GEL","id.412","0",0.064,0.038,0,0.004,0
"GEL","id.413",NA,0.476,0.292,0.002,0.162,0.134
"GEL","id.414","0",0.056,0.03,0.004,0,0
"GEL","id.415",NA,0.068,0.066,0.056,0.03,0.044
"GEL","id.416","0",0.116,0.068,0.002,0.016,0.002
"GEL","id.417","0",0.344,0.144,0.008,0.156,0.072
"GEL","id.418",NA,0.008,0.002,0.026,0.006,0.014
"GEL","id.419","0",0.028,0.014,0,0,0
"GEL","id.420","0",0.582,0.324,0.004,0.286,0.19
"GEL","id.421",NA,0.044,0.03,0.09,0.018,0.014
"GEL","id.422","0",0.06,0.026,0.002,0.006,0
