"cohort","id","trueHRD","CNA","ASCN","SNV","SNV+CNA","SNV+ASCN"
"TCGA","TCGA-EW-A1J5-01","0",0.028,0.14,0.05,0.084,0.124
"TCGA","TCGA-EW-A1J6-01","0",0.072,0.026,0.016,0.018,0.014
"TCGA","TCGA-EW-A1OV-01","0",0.028,0.014,0.056,0.044,0.052
"TCGA","TCGA-EW-A1OX-01","0",0.006,0.016,0,0.006,0.006
"TCGA","TCGA-EW-A1OY-01","0",0.012,0.006,0.072,0.04,0.022
"TCGA","TCGA-EW-A1OZ-01","0",0.036,0.082,0.002,0.016,0.086
"TCGA","TCGA-EW-A1P0-01","0",0.004,0.006,0.008,0.004,0.01
"TCGA","TCGA-EW-A1P1-01","0",0,0,0,0,0
"TCGA","TCGA-EW-A1P3-01","0",0.002,0.002,0.002,0.002,0.002
"TCGA","TCGA-EW-A1P4-01","1",0.938,0.932,0.882,0.932,0.93
"TCGA","TCGA-EW-A1P5-01","0",0,0.006,0,0.002,0.004
"TCGA","TCGA-EW-A1P6-01","0",0.008,0.012,0,0.01,0.006
"TCGA","TCGA-EW-A1P7-01",NA,0.204,0.014,0.004,0.026,0.018
"TCGA","TCGA-EW-A1P8-01","0",0.024,0.006,0.006,0.02,0.006
"TCGA","TCGA-EW-A1PA-01","0",0.012,0.006,0.008,0.034,0.016
"TCGA","TCGA-EW-A1PB-01","1",0.798,0.738,0.758,0.758,0.802
"TCGA","TCGA-EW-A1PD-01","1",0.886,0.89,0.858,0.84,0.864
"TCGA","TCGA-EW-A1PE-01",NA,0,0.012,0.004,0.004,0.006
"TCGA","TCGA-EW-A1PG-01","0",0.002,0,0.004,0.002,0
"TCGA","TCGA-EW-A1PH-01","0",0.046,0.022,0.008,0.022,0.01
"TCGA","TCGA-EW-A2FR-01",NA,0.116,0.014,0.01,0.012,0.012
"TCGA","TCGA-EW-A2FS-01","0",0,0.002,0.004,0.006,0.006
"TCGA","TCGA-EW-A2FV-01","0",0.004,0.01,0.046,0.028,0.018
"TCGA","TCGA-EW-A2FW-01","0",0.052,0.024,0,0.014,0.008
"TCGA","TCGA-EW-A423-01","0",0,0.01,0.012,0.008,0.008
"TCGA","TCGA-EW-A6S9-01","0",0.014,0.004,0,0.01,0.004
"TCGA","TCGA-EW-A6SA-01","0",0.002,0.006,0.056,0.026,0.012
"TCGA","TCGA-EW-A6SB-01","0",0.046,0.074,0.078,0.138,0.132
"TCGA","TCGA-EW-A6SC-01","0",0.012,0.008,0.008,0.004,0
"TCGA","TCGA-EW-A6SD-01","0",0.006,0.052,0.012,0.034,0.036
"TCGA","TCGA-GI-A2C8-01","0",0.038,0.006,0.086,0.018,0.018
"TCGA","TCGA-GM-A2D9-01",NA,0.004,0.098,0.062,0.072,0.064
"TCGA","TCGA-GM-A2DA-01","0",0.02,0.006,0.014,0.01,0.006
"TCGA","TCGA-GM-A2DB-01","0",0.088,0.082,0.138,0.16,0.092
"TCGA","TCGA-GM-A2DC-01","0",0.004,0.004,0,0.004,0.004
"TCGA","TCGA-GM-A2DD-01","0",0.09,0.098,0,0.122,0.098
"TCGA","TCGA-GM-A2DF-01","1",0.654,0.664,0.642,0.644,0.69
"TCGA","TCGA-GM-A2DH-01","0",0.064,0.1,0.196,0.144,0.14
"TCGA","TCGA-GM-A2DI-01","0",0,0,0.026,0.01,0.002
"TCGA","TCGA-GM-A2DK-01","0",0.004,0.008,0,0.002,0.002
"TCGA","TCGA-GM-A2DL-01","0",0.004,0.014,0.014,0.004,0.008
"TCGA","TCGA-GM-A2DM-01","0",0.002,0,0,0,0
"TCGA","TCGA-GM-A2DN-01","0",0,0,0.012,0.002,0.002
"TCGA","TCGA-GM-A2DO-01","0",0,0,0.012,0.008,0.006
"TCGA","TCGA-GM-A3NW-01","0",0.002,0.006,0.004,0.002,0.006
"TCGA","TCGA-GM-A3XL-01","1",0.696,0.79,0.822,0.832,0.86
"TCGA","TCGA-GM-A4E0-01","0",0,0,0,0.004,0
"TCGA","TCGA-GM-A5PV-01","0",0,0,0.012,0,0
"TCGA","TCGA-GM-A5PX-01","0",0,0,0.004,0,0
"TCGA","TCGA-HN-A2NL-01","1",0.732,0.758,0.788,0.81,0.812
"TCGA","TCGA-HN-A2OB-01","0",0,0,0.004,0,0
"TCGA","TCGA-JL-A3YX-01","0",0,0.002,0.01,0.004,0.004
"TCGA","TCGA-LD-A66U-01","0",0,0,0.002,0.002,0
"TCGA","TCGA-LD-A74U-01",NA,0.296,0.162,0.108,0.15,0.14
"TCGA","TCGA-LD-A7W5-01","0",0.012,0.04,0.058,0.034,0.028
"TCGA","TCGA-LD-A7W6-01","0",0.004,0.006,0.002,0,0.002
"TCGA","TCGA-LD-A9QF-01","0",0,0,0.002,0,0.008
"TCGA","TCGA-LL-A440-01","0",0.002,0,0,0,0.002
"TCGA","TCGA-LL-A50Y-01","0",0,0,0.002,0.002,0
"TCGA","TCGA-LL-A5YL-01","0",0.002,0,0.026,0.004,0.004
"TCGA","TCGA-LL-A5YM-01","0",0.018,0.008,0.004,0.004,0.002
"TCGA","TCGA-LL-A5YN-01","0",0.028,0.002,0.016,0.006,0.004
"TCGA","TCGA-LL-A5YO-01",NA,0,0,0.256,0.018,0.002
"TCGA","TCGA-LL-A5YP-01","1",0.874,0.888,0.732,0.846,0.848
"TCGA","TCGA-LL-A6FP-01","0",0.002,0.002,0.1,0.04,0.032
"TCGA","TCGA-LL-A6FQ-01","0",0.008,0.046,0,0.01,0.01
"TCGA","TCGA-LL-A6FR-01","0",0.086,0.174,0.116,0.166,0.18
"TCGA","TCGA-LL-A73Y-01",NA,0.006,0.016,0.138,0.108,0.11
"TCGA","TCGA-LL-A73Z-01","0",0.01,0.008,0,0.002,0.006
"TCGA","TCGA-LL-A740-01","0",0,0.022,0.008,0.01,0.008
"TCGA","TCGA-LL-A7SZ-01","0",0.034,0.06,0.012,0.034,0.044
"TCGA","TCGA-LL-A7T0-01","0",0.062,0.02,0.014,0.026,0.024
"TCGA","TCGA-LL-A8F5-01","1",0.71,0.75,0.918,0.802,0.828
"TCGA","TCGA-LL-A9Q3-01","0",0.002,0.002,0,0.006,0.002
"TCGA","TCGA-OK-A5Q2-01","0",0.01,0.008,0.002,0,0.002
"TCGA","TCGA-OL-A5D6-01","0",0.012,0.004,0.022,0.014,0.004
"TCGA","TCGA-OL-A5D7-01","0",0.022,0.048,0.16,0.18,0.18
"TCGA","TCGA-OL-A5D8-01","0",0.002,0.01,0.006,0.004,0.01
"TCGA","TCGA-OL-A5DA-01","0",0.004,0.014,0.002,0.006,0.014
"TCGA","TCGA-OL-A5RU-01","0",0,0,0.002,0,0
"TCGA","TCGA-OL-A5RV-01","0",0,0.002,0,0,0
"TCGA","TCGA-OL-A5RW-01","1",0.876,0.874,0.676,0.8,0.834
"TCGA","TCGA-OL-A5RX-01","0",0,0,0,0.002,0
"TCGA","TCGA-OL-A5RY-01","0",0.002,0,0,0,0
"TCGA","TCGA-OL-A5RZ-01","0",0.006,0.022,0.088,0.044,0.024
"TCGA","TCGA-OL-A5S0-01","0",0.206,0.092,0.002,0.06,0.04
"TCGA","TCGA-OL-A66H-01","0",0.002,0.014,0,0,0.002
"TCGA","TCGA-OL-A66I-01","0",0.176,0.162,0.016,0.134,0.118
"TCGA","TCGA-OL-A66J-01","0",0,0,0.026,0.006,0.002
"TCGA","TCGA-OL-A66K-01","0",0.004,0.002,0.002,0.006,0.004
"TCGA","TCGA-OL-A66L-01","0",0,0,0.008,0.002,0
"TCGA","TCGA-OL-A66N-01","0",0,0,0.004,0.004,0
"TCGA","TCGA-OL-A66O-01","0",0.002,0.03,0.01,0.014,0.004
"TCGA","TCGA-OL-A66P-01","0",0.032,0.042,0.098,0.078,0.066
"TCGA","TCGA-OL-A6VO-01","0",0.104,0.062,0.006,0.084,0.064
"TCGA","TCGA-OL-A6VQ-01","0",0.006,0.014,0.014,0.004,0
"TCGA","TCGA-OL-A6VR-01","0",0.002,0,0,0.002,0
"TCGA","TCGA-OL-A97C-01","0",0.002,0.004,0.004,0,0.002
"TCGA","TCGA-PE-A5DC-01","0",0.012,0.028,0.076,0.108,0.11
"TCGA","TCGA-PE-A5DD-01","0",0.002,0,0.012,0.002,0.002
"TCGA","TCGA-PE-A5DE-01",NA,0,0.004,0.086,0.076,0.058
"TCGA","TCGA-PL-A8LV-01","0",0.22,0.086,0.176,0.226,0.16
"TCGA","TCGA-PL-A8LX-01","0",0.006,0.006,0.058,0.022,0.006
"TCGA","TCGA-PL-A8LY-01","0",0.002,0.002,0.004,0,0
"TCGA","TCGA-PL-A8LZ-01","0",0.116,0.106,0.136,0.146,0.16
"TCGA","TCGA-S3-A6ZF-01","0",0.002,0.002,0.018,0.018,0.002
"TCGA","TCGA-S3-A6ZG-01","0",0,0,0.006,0.004,0
"TCGA","TCGA-S3-A6ZH-01","0",0,0.004,0.006,0.006,0.002
"TCGA","TCGA-S3-AA0Z-01","0",0.01,0.012,0.006,0.01,0.014
"TCGA","TCGA-S3-AA10-01","0",0.254,0.216,0.098,0.212,0.226
"TCGA","TCGA-S3-AA11-01","0",0,0.002,0.062,0.004,0.002
"TCGA","TCGA-S3-AA12-01","0",0,0.01,0.014,0.012,0.012
"TCGA","TCGA-S3-AA14-01","0",0.022,0.016,0.012,0.008,0.01
"TCGA","TCGA-S3-AA15-01",NA,0,0,0.01,0.002,0
"TCGA","TCGA-S3-AA17-01","1",0.834,0.85,0.852,0.83,0.826
"TCGA","TCGA-UL-AAZ6-01","0",0.006,0.004,0.108,0.072,0.044
"TCGA","TCGA-UU-A93S-01","0",0.072,0.1,0.112,0.142,0.11
"TCGA","TCGA-V7-A7HQ-01","0",0.008,0,0.002,0,0
"TCGA","TCGA-W8-A86G-01","0",0,0.032,0.004,0.004,0.01
"TCGA","TCGA-WT-AB41-01","0",0.01,0.01,0,0.006,0.004
"TCGA","TCGA-WT-AB44-01","0",0.01,0.002,0,0.006,0.004
"TCGA","TCGA-XX-A899-01","0",0.006,0.006,0.03,0.018,0.024
"TCGA","TCGA-XX-A89A-01","0",0.008,0.006,0.026,0.028,0.024
"TCGA","TCGA-Z7-A8R5-01","0",0.034,0.016,0,0.006,0
"TCGA","TCGA-Z7-A8R6-01","0",0.008,0.006,0.064,0.026,0.028
"METABRIC","MTS-T0001",NA,0,0,0,0,0.002
"METABRIC","MTS-T0002","0",0,0,0,0,0
"METABRIC","MTS-T0003","0",0.002,0.002,0.008,0.004,0.012
"METABRIC","MTS-T0004","0",0.008,0.004,0.044,0,0.002
"METABRIC","MTS-T0005",NA,0.294,0.336,0.01,0.038,0.136
"METABRIC","MTS-T0007","0",0.046,0.042,0.004,0.024,0.028
"METABRIC","MTS-T0008","0",0.004,0.018,0,0,0.002
"METABRIC","MTS-T0009","0",0.016,0.01,0.02,0.006,0.004
"METABRIC","MTS-T0010",NA,0.136,0.014,0,0.006,0.008
"METABRIC","MTS-T0011","0",0,0,0.014,0.006,0.006
"METABRIC","MTS-T0012","0",0.09,0.034,0,0.052,0.022
"METABRIC","MTS-T0013","0",0,0,0,0,0
"METABRIC","MTS-T0014",NA,0.374,0.548,0.004,0.014,0.112
"METABRIC","MTS-T0015","1",0.672,0.678,0.652,0.666,0.684
"METABRIC","MTS-T0016","0",0,0,0,0,0
"METABRIC","MTS-T0017","0",0.004,0.088,0.002,0.038,0.074
"METABRIC","MTS-T0018","0",0,0,0.004,0,0
"METABRIC","MTS-T0019",NA,0.168,0.166,0,0.006,0.016
"METABRIC","MTS-T0020",NA,0.016,0.008,0.076,0.008,0.004
"METABRIC","MTS-T0022","0",0.004,0.002,0.016,0.004,0.006
"METABRIC","MTS-T0023","0",0.014,0.002,0.004,0.022,0.012
"METABRIC","MTS-T0024","0",0,0,0.006,0.004,0.002
"METABRIC","MTS-T0025","0",0.052,0.016,0.006,0.026,0.01
"METABRIC","MTS-T0026",NA,0,0,0.004,0,0
"METABRIC","MTS-T0027",NA,0.006,0.002,0,0.01,0
"METABRIC","MTS-T0028","1",0.698,0.632,0.652,0.716,0.678
"METABRIC","MTS-T0029","0",0.002,0,0,0,0
"METABRIC","MTS-T0030","0",0.062,0.042,0,0.004,0.006
"METABRIC","MTS-T0031","0",0.178,0.076,0,0.05,0.022
"METABRIC","MTS-T0032","0",0,0.002,0.07,0.014,0.002
"METABRIC","MTS-T0033",NA,0.004,0.004,0.196,0.018,0.004
"METABRIC","MTS-T0034","0",0.008,0.01,0,0.048,0.032
"METABRIC","MTS-T0036","0",0.194,0.05,0.004,0.048,0.02
"METABRIC","MTS-T0037",NA,0.214,0.01,0,0.05,0.004
"METABRIC","MTS-T0038","0",0.004,0.016,0.016,0.024,0.012
"METABRIC","MTS-T0039",NA,0.012,0.112,0,0.014,0.07
"METABRIC","MTS-T0040","0",0,0,0,0,0
"METABRIC","MTS-T0041","0",0.002,0,0.004,0.004,0.004
"METABRIC","MTS-T0042",NA,0,0.002,0.058,0.004,0
"METABRIC","MTS-T0043","0",0,0,0,0,0
"METABRIC","MTS-T0044","0",0.024,0,0.122,0.04,0.038
"METABRIC","MTS-T0045","0",0.004,0,0,0,0
"METABRIC","MTS-T0046","0",0,0.008,0.034,0.058,0.028
"METABRIC","MTS-T0047","0",0,0,0.016,0.004,0.008
"METABRIC","MTS-T0048",NA,0.004,0.018,0.004,0.004,0.004
"METABRIC","MTS-T0049","0",0.008,0.01,0,0.02,0.01
"METABRIC","MTS-T0050","0",0,0,0.082,0.004,0.006
"METABRIC","MTS-T0051","0",0.024,0,0.058,0.008,0.004
"METABRIC","MTS-T0052","0",0.088,0.104,0.03,0.068,0.058
"METABRIC","MTS-T0053","0",0.002,0,0,0,0
"METABRIC","MTS-T0054","0",0.02,0.092,0,0.006,0.052
"METABRIC","MTS-T0055","0",0.024,0.022,0,0.004,0.012
"METABRIC","MTS-T0056",NA,0.006,0.018,0,0.004,0.008
"METABRIC","MTS-T0057","0",0.182,0.07,0.01,0.056,0.046
"METABRIC","MTS-T0058",NA,0.424,0.452,0.01,0.28,0.45
"METABRIC","MTS-T0059",NA,0.016,0.012,0.004,0.01,0.004
"METABRIC","MTS-T0060","0",0,0,0,0,0
"METABRIC","MTS-T0061","0",0.004,0.002,0,0.002,0
"METABRIC","MTS-T0062",NA,0.008,0.002,0.156,0.004,0.004
"METABRIC","MTS-T0063",NA,0.132,0.074,0.196,0.054,0.082
"METABRIC","MTS-T0064","1",0.796,0.848,0.432,0.78,0.846
"METABRIC","MTS-T0065",NA,0.01,0.014,0.19,0.014,0.002
"METABRIC","MTS-T0066",NA,0.114,0.196,0.002,0.098,0.162
"METABRIC","MTS-T0068",NA,0.158,0.454,0.132,0.282,0.432
"METABRIC","MTS-T0069","0",0,0,0,0,0.002
"METABRIC","MTS-T0070",NA,0.002,0.004,0.024,0.002,0
"METABRIC","MTS-T0071",NA,0.01,0.006,0.012,0.01,0.01
"METABRIC","MTS-T0073","0",0,0,0.064,0,0
"METABRIC","MTS-T0074","0",0.002,0,0,0,0
"METABRIC","MTS-T0075",NA,0.052,0.008,0,0.014,0.004
"METABRIC","MTS-T0076",NA,0.018,0.024,0,0.154,0.094
"METABRIC","MTS-T0077","0",0,0.006,0.014,0.036,0.016
"METABRIC","MTS-T0078","0",0,0,0,0,0
"METABRIC","MTS-T0079",NA,0.002,0.004,0.004,0.004,0.002
"METABRIC","MTS-T0080","0",0.02,0.07,0,0.008,0.024
"METABRIC","MTS-T0081",NA,0.258,0.504,0.002,0.066,0.184
"METABRIC","MTS-T0082",NA,0,0,0.008,0,0
"METABRIC","MTS-T0083","0",0.024,0.01,0.024,0.004,0.002
"METABRIC","MTS-T0084","0",0.01,0.002,0.002,0.004,0
"METABRIC","MTS-T0085","0",0.008,0.008,0.004,0.002,0.014
"METABRIC","MTS-T0086","0",0,0.006,0.008,0,0
"METABRIC","MTS-T0087","1",0.654,0.77,0.266,0.66,0.708
"METABRIC","MTS-T0088","0",0,0,0,0,0
"METABRIC","MTS-T0089","0",0,0,0,0,0
"METABRIC","MTS-T0090","0",0,0,0,0,0
"METABRIC","MTS-T0091","0",0,0.002,0.004,0,0
"METABRIC","MTS-T0092",NA,0.138,0.082,0.006,0.03,0.022
"METABRIC","MTS-T0093",NA,0.462,0.344,0.002,0.242,0.322
"METABRIC","MTS-T0094","0",0.042,0.01,0.022,0.07,0.04
"METABRIC","MTS-T0095","0",0.002,0.006,0.006,0,0
"METABRIC","MTS-T0096",NA,0.062,0.014,0.03,0.01,0
"METABRIC","MTS-T0097","0",0,0,0.018,0.012,0.01
"METABRIC","MTS-T0098","0",0.132,0.118,0,0.026,0.03
"METABRIC","MTS-T0099","0",0.074,0.028,0.004,0.016,0.034
"METABRIC","MTS-T0100","0",0.01,0.004,0.006,0,0
"METABRIC","MTS-T0101","0",0.004,0.004,0.018,0.004,0.006
"METABRIC","MTS-T0103","0",0.034,0.01,0.118,0.06,0.05
"METABRIC","MTS-T0104",NA,0.208,0.488,0.12,0.006,0.182
"METABRIC","MTS-T0105",NA,0.008,0.004,0.012,0.006,0.002
"METABRIC","MTS-T0106",NA,0.152,0.104,0.018,0.014,0.022
"METABRIC","MTS-T0107","0",0,0,0,0,0
"METABRIC","MTS-T0108","0",0.01,0.01,0,0.014,0.02
"METABRIC","MTS-T0109","0",0.146,0.236,0.02,0.052,0.168
"METABRIC","MTS-T0110","1",0.854,0.898,0.58,0.776,0.834
"METABRIC","MTS-T0111","0",0.024,0.046,0.008,0.014,0.012
"METABRIC","MTS-T0112","0",0.01,0.002,0,0,0.006
"METABRIC","MTS-T0113","1",0.72,0.768,0.548,0.716,0.712
"METABRIC","MTS-T0114","0",0.004,0,0,0,0
"METABRIC","MTS-T0115","0",0.014,0.004,0.01,0.004,0.002
"METABRIC","MTS-T0116","0",0.022,0.006,0.054,0.028,0.004
"METABRIC","MTS-T0117","0",0.07,0.114,0.006,0.072,0.07
"METABRIC","MTS-T0118",NA,0.518,0.66,0.014,0.432,0.544
"METABRIC","MTS-T0119","0",0.006,0.038,0,0.01,0.016
"METABRIC","MTS-T0120","0",0.1,0.04,0,0.05,0.028
"METABRIC","MTS-T0121","0",0.016,0.008,0,0.006,0.006
"METABRIC","MTS-T0122",NA,0.002,0.002,0.004,0.012,0.012
"METABRIC","MTS-T0123","0",0.004,0.002,0.002,0.022,0.022
"METABRIC","MTS-T0124","0",0.004,0,0,0,0
"METABRIC","MTS-T0125",NA,0.162,0.158,0,0.016,0.002
"METABRIC","MTS-T0126","0",0,0,0.018,0.002,0.002
"METABRIC","MTS-T0127","0",0.008,0,0.014,0.002,0
"METABRIC","MTS-T0128","0",0.222,0.208,0.048,0.064,0.106
"METABRIC","MTS-T0129","0",0.026,0.06,0.07,0.026,0.022
"METABRIC","MTS-T0130","0",0,0,0.056,0.004,0.004
"METABRIC","MTS-T0131","0",0,0,0,0,0
"METABRIC","MTS-T0132","0",0,0,0.004,0,0
"METABRIC","MTS-T0134",NA,0.344,0.414,0,0.284,0.438
"METABRIC","MTS-T0136","0",0.052,0.016,0.002,0.01,0.008
"METABRIC","MTS-T0138",NA,0.088,0.286,0.004,0.178,0.292
"METABRIC","MTS-T0139",NA,0,0.004,0.032,0.02,0.016
"METABRIC","MTS-T0142","0",0.002,0.002,0,0.002,0.002
"METABRIC","MTS-T0143",NA,0.086,0.068,0.006,0.006,0.014
"METABRIC","MTS-T0144",NA,0.006,0.016,0,0.002,0.002
"METABRIC","MTS-T0145","0",0.002,0,0.044,0.008,0.01
"METABRIC","MTS-T0146",NA,0.536,0.644,0.062,0.228,0.36
"METABRIC","MTS-T0147","0",0,0,0,0,0
"METABRIC","MTS-T0148",NA,0.938,0.96,0.004,0.298,0.552
"METABRIC","MTS-T0149",NA,0.956,0.926,0,0.252,0.476
"METABRIC","MTS-T0150",NA,0.02,0.102,0.02,0.006,0.026
"METABRIC","MTS-T0151",NA,0.004,0.014,0,0.002,0
"METABRIC","MTS-T0152","0",0.006,0,0.004,0.002,0
"METABRIC","MTS-T0153",NA,0.274,0.166,0,0.02,0.016
"METABRIC","MTS-T0154","0",0.3,0.086,0,0.134,0.082
"METABRIC","MTS-T0155","0",0.182,0.042,0,0.066,0.038
"METABRIC","MTS-T0156","0",0.012,0.002,0,0,0
"METABRIC","MTS-T0160","1",0.646,0.67,0.462,0.626,0.698
"METABRIC","MTS-T0263",NA,0.396,0.616,0.266,0.314,0.428
"METABRIC","MTS-T0264","0",0,0,0.006,0.004,0
"METABRIC","MTS-T0265",NA,0.016,0.004,0.002,0.004,0.004
"METABRIC","MTS-T0268",NA,0.008,0.002,0.048,0.002,0
"METABRIC","MTS-T0269",NA,0.004,0.06,0,0,0.004
"METABRIC","MTS-T0270","0",0.012,0.012,0,0.002,0.004
"METABRIC","MTS-T0272",NA,0.008,0,0,0.004,0
"METABRIC","MTS-T0273","0",0.002,0.002,0.002,0.008,0.016
"METABRIC","MTS-T0274","0",0.06,0.02,0.008,0.074,0.052
"METABRIC","MTS-T0275",NA,0.508,0.474,0,0.342,0.488
"METABRIC","MTS-T0276","0",0,0,0.04,0.004,0
"METABRIC","MTS-T0277",NA,0.018,0.012,0,0.006,0.002
"METABRIC","MTS-T0278",NA,0.008,0,0,0.006,0.008
"METABRIC","MTS-T0279",NA,0.202,0.134,0.012,0.092,0.094
"METABRIC","MTS-T0280","0",0.004,0,0.006,0.004,0.01
"METABRIC","MTS-T0282",NA,0.012,0.014,0.006,0.006,0.014
"METABRIC","MTS-T0283","0",0.012,0,0,0.004,0
"METABRIC","MTS-T0284","0",0.016,0.002,0.006,0.006,0.008
"METABRIC","MTS-T0285",NA,0.002,0,0.002,0,0
"METABRIC","MTS-T0288","0",0.02,0,0,0.004,0
"METABRIC","MTS-T0292",NA,0.01,0.01,0,0.004,0.008
"METABRIC","MTS-T0293","0",0.006,0,0.002,0.002,0.004
"METABRIC","MTS-T0294","0",0.054,0.046,0.024,0.072,0.05
"METABRIC","MTS-T0295","1",0.792,0.798,0.578,0.754,0.814
"METABRIC","MTS-T0297",NA,0.004,0.01,0,0,0.01
"METABRIC","MTS-T0298",NA,0,0,0.054,0,0
"METABRIC","MTS-T0300",NA,0.294,0.254,0,0.074,0.112
"METABRIC","MTS-T0301","0",0.076,0.04,0.024,0.008,0.016
"METABRIC","MTS-T0302","0",0.046,0.006,0,0.002,0.004
"METABRIC","MTS-T0303",NA,0.252,0.256,0,0.098,0.184
"METABRIC","MTS-T0304",NA,0.022,0.006,0,0,0
"METABRIC","MTS-T0306",NA,0.012,0,0.054,0.008,0.01
"METABRIC","MTS-T0307","0",0.014,0,0,0.004,0.008
"METABRIC","MTS-T0308","0",0.118,0.046,0,0.066,0.034
"METABRIC","MTS-T0309","0",0.006,0.004,0,0.004,0
"METABRIC","MTS-T0310",NA,0.004,0.002,0,0,0
"METABRIC","MTS-T0311","0",0.006,0,0,0,0
"METABRIC","MTS-T0313",NA,0.948,0.438,0.004,0.482,0.29
"METABRIC","MTS-T0314","0",0.062,0.046,0,0.048,0.036
"METABRIC","MTS-T0315",NA,0.068,0.276,0.146,0.216,0.256
"METABRIC","MTS-T0316",NA,0.022,0.096,0,0,0
"METABRIC","MTS-T0317",NA,0.024,0.07,0.042,0.18,0.202
"METABRIC","MTS-T0318","0",0.04,0.006,0.054,0.02,0.01
"METABRIC","MTS-T0319",NA,0.204,0.132,0.118,0.32,0.212
"METABRIC","MTS-T0321","0",0,0,0,0,0
"METABRIC","MTS-T0322",NA,0.91,0.908,0,0.492,0.656
"METABRIC","MTS-T0323","0",0,0,0,0,0
"METABRIC","MTS-T0324",NA,0.07,0.018,0.002,0.002,0.002
"METABRIC","MTS-T0325",NA,0.002,0.004,0.066,0.008,0.012
"METABRIC","MTS-T0326","0",0.006,0.008,0.006,0.012,0.016
"METABRIC","MTS-T0409",NA,0.136,0.094,0,0.01,0.016
"METABRIC","MTS-T0410","0",0.002,0.004,0.066,0.004,0.004
"METABRIC","MTS-T0413","0",0.006,0.004,0,0,0
"METABRIC","MTS-T0414","0",0.182,0.2,0.004,0.16,0.188
"METABRIC","MTS-T0415","0",0.004,0.002,0.008,0,0.002
"METABRIC","MTS-T0416",NA,0,0,0.014,0,0.004
"METABRIC","MTS-T0417",NA,0.008,0.002,0,0.004,0.002
"METABRIC","MTS-T0418",NA,0.116,0.218,0.02,0.146,0.19
"METABRIC","MTS-T0419","0",0.032,0.042,0.058,0.054,0.034
"METABRIC","MTS-T0420","0",0,0,0.014,0,0.002
"METABRIC","MTS-T0421","0",0,0.002,0.098,0.006,0.004
"METABRIC","MTS-T0422","0",0,0,0.066,0.002,0
"METABRIC","MTS-T0424","0",0.002,0.054,0,0.002,0.02
"METABRIC","MTS-T0425","0",0,0.002,0.006,0,0
"METABRIC","MTS-T0426",NA,0.076,0.026,0.076,0.026,0.022
"METABRIC","MTS-T0427",NA,0.652,0.604,0.078,0.486,0.518
"METABRIC","MTS-T0428","0",0,0.006,0.002,0.006,0
"METABRIC","MTS-T0429","0",0.002,0,0.004,0.02,0.01
"METABRIC","MTS-T0430",NA,0.01,0.002,0.086,0.01,0.002
"METABRIC","MTS-T0431","0",0.006,0.008,0,0,0
"METABRIC","MTS-T0432",NA,0.002,0.008,0.068,0.006,0.02
"METABRIC","MTS-T0433",NA,0,0.006,0,0.004,0
"METABRIC","MTS-T0434","0",0.024,0.008,0,0,0
"METABRIC","MTS-T0435",NA,0.008,0.018,0.194,0.09,0.024
"METABRIC","MTS-T0436","1",0.676,0.716,0,0.616,0.724
"METABRIC","MTS-T0437","0",0.002,0,0.044,0.01,0.018
"METABRIC","MTS-T0438","1",0.836,0.87,0.594,0.756,0.778
"METABRIC","MTS-T0439",NA,0.192,0.088,0.072,0.17,0.114
"METABRIC","MTS-T0440","0",0.002,0,0.002,0.008,0.002
"METABRIC","MTS-T0441",NA,0.122,0.024,0.002,0.018,0.006
"METABRIC","MTS-T0442","0",0.002,0,0.004,0.002,0
"METABRIC","MTS-T0443","0",0,0,0.004,0.002,0
"METABRIC","MTS-T0444","0",0,0,0.038,0.002,0.002
"METABRIC","MTS-T0445",NA,0,0,0.214,0.004,0.004
"METABRIC","MTS-T0447",NA,0.156,0.198,0.006,0.016,0.032
"METABRIC","MTS-T0448","0",0,0.004,0.048,0.004,0
"METABRIC","MTS-T0449","0",0.006,0.002,0.004,0.002,0
"METABRIC","MTS-T0450","0",0,0.008,0.002,0.004,0.002
"METABRIC","MTS-T0451",NA,0.222,0.208,0,0.078,0.2
"METABRIC","MTS-T0452",NA,0.466,0.392,0.004,0.436,0.38
"METABRIC","MTS-T0453",NA,0.01,0.026,0.02,0.004,0.012
"METABRIC","MTS-T0454",NA,0.116,0.254,0,0.012,0.118
"METABRIC","MTS-T0455",NA,0,0.004,0,0,0
"METABRIC","MTS-T0457",NA,0.076,0.014,0.002,0,0.004
"METABRIC","MTS-T0458",NA,0.452,0.586,0.248,0.448,0.542
"METABRIC","MTS-T0459",NA,0.056,0.072,0.054,0.006,0.002
"METABRIC","MTS-T0460",NA,0.59,0.626,0.002,0.404,0.524
"METABRIC","MTS-T0461",NA,0.25,0.234,0.002,0.004,0.074
"METABRIC","MTS-T0462",NA,0.006,0.12,0.006,0,0.002
"METABRIC","MTS-T0463",NA,0.926,0.954,0.004,0.358,0.886
"METABRIC","MTS-T0464","0",0,0,0,0,0
"METABRIC","MTS-T0465",NA,0.006,0.008,0,0.002,0.006
"METABRIC","MTS-T0467",NA,0.206,0.216,0.162,0.178,0.162
"METABRIC","MTS-T0469","0",0.004,0.006,0,0,0.002
"METABRIC","MTS-T0471",NA,0,0.006,0.016,0.002,0.004
"METABRIC","MTS-T0472",NA,0.042,0.022,0,0.008,0.004
"METABRIC","MTS-T0474",NA,0.248,0.368,0.102,0.186,0.23
