"cohort","id","trueHRD","CNA","ASCN","SNV","SNV+CNA","SNV+ASCN"
"TCGA","TCGA-3C-AAAU-01","0",0.002,0.004,0.008,0.008,0.008
"TCGA","TCGA-3C-AALI-01","0",0.008,0.012,0.032,0.04,0.016
"TCGA","TCGA-3C-AALJ-01","0",0.008,0.02,0.024,0.02,0.012
"TCGA","TCGA-3C-AALK-01","0",0,0,0,0.002,0
"TCGA","TCGA-4H-AAAK-01","0",0.002,0.002,0,0.004,0
"TCGA","TCGA-5L-AAT0-01","0",0.002,0,0.07,0.04,0.024
"TCGA","TCGA-5L-AAT1-01","0",0.002,0.008,0.062,0.072,0.068
"TCGA","TCGA-5T-A9QA-01","0",0.018,0,0.006,0.012,0.002
"TCGA","TCGA-A1-A0SB-01","0",0.008,0,0.006,0.006,0
"TCGA","TCGA-A1-A0SD-01",NA,0.008,0.012,0.002,0.004,0.018
"TCGA","TCGA-A1-A0SE-01","0",0.004,0.004,0.012,0.002,0.002
"TCGA","TCGA-A1-A0SF-01","0",0.028,0.018,0.002,0.004,0.002
"TCGA","TCGA-A1-A0SG-01","0",0.002,0.004,0,0,0.004
"TCGA","TCGA-A1-A0SH-01",NA,0.008,0.078,0.08,0.028,0.05
"TCGA","TCGA-A1-A0SI-01","1",0.626,0.662,0.668,0.656,0.67
"TCGA","TCGA-A1-A0SJ-01","0",0.008,0.018,0.014,0.044,0.012
"TCGA","TCGA-A1-A0SK-01","0",0.004,0.002,0.15,0.078,0.038
"TCGA","TCGA-A1-A0SM-01","0",0,0.012,0,0.002,0.002
"TCGA","TCGA-A1-A0SN-01","0",0.208,0.058,0.016,0.124,0.074
"TCGA","TCGA-A1-A0SO-01","1",0.898,0.908,0.792,0.792,0.768
"TCGA","TCGA-A1-A0SP-01","0",0.008,0.01,0.05,0.078,0.036
"TCGA","TCGA-A2-A04N-01","0",0,0,0,0,0
"TCGA","TCGA-A2-A04P-01",NA,0.976,0.91,0.598,0.884,0.874
"TCGA","TCGA-A2-A04Q-01",NA,0.028,0.096,0.176,0.098,0.146
"TCGA","TCGA-A2-A04R-01","0",0.03,0.024,0.106,0.062,0.034
"TCGA","TCGA-A2-A04T-01",NA,0.874,0.906,0.908,0.892,0.934
"TCGA","TCGA-A2-A04U-01",NA,0.514,0.362,0.28,0.4,0.398
"TCGA","TCGA-A2-A04V-01","0",0,0.01,0.026,0.018,0.02
"TCGA","TCGA-A2-A04W-01",NA,0.002,0,0.01,0.026,0.014
"TCGA","TCGA-A2-A04X-01",NA,0.044,0.02,0.006,0.012,0.018
"TCGA","TCGA-A2-A04Y-01","0",0.002,0.004,0.026,0.006,0.008
"TCGA","TCGA-A2-A0CK-01","0",0,0.008,0,0.002,0.004
"TCGA","TCGA-A2-A0CL-01",NA,0.012,0.266,0.016,0.198,0.34
"TCGA","TCGA-A2-A0CM-01",NA,0.266,0.198,0.12,0.252,0.226
"TCGA","TCGA-A2-A0CP-01","0",0,0.002,0.004,0,0.004
"TCGA","TCGA-A2-A0CQ-01","0",0,0,0.018,0.016,0.004
"TCGA","TCGA-A2-A0CR-01","0",0,0,0.036,0.036,0.008
"TCGA","TCGA-A2-A0CS-01","0",0.006,0,0.006,0,0
"TCGA","TCGA-A2-A0CT-01","0",0,0.002,0.03,0.014,0.004
"TCGA","TCGA-A2-A0CU-01",NA,0.002,0,0.23,0.094,0.014
"TCGA","TCGA-A2-A0CV-01",NA,0.126,0.164,0,0.114,0.08
"TCGA","TCGA-A2-A0CW-01",NA,0.004,0.076,0.114,0.126,0.092
"TCGA","TCGA-A2-A0CX-01",NA,0.082,0.016,0.01,0.022,0.08
"TCGA","TCGA-A2-A0D0-01",NA,0.93,0.928,0.852,0.91,0.896
"TCGA","TCGA-A2-A0D1-01",NA,0.018,0.004,0.22,0.068,0.018
"TCGA","TCGA-A2-A0D2-01","1",0.774,0.878,0.894,0.86,0.886
"TCGA","TCGA-A2-A0D3-01","0",0.002,0.006,0.002,0,0
"TCGA","TCGA-A2-A0D4-01","0",0.014,0.004,0.018,0.014,0.026
"TCGA","TCGA-A2-A0EM-01","0",0.004,0,0,0,0
"TCGA","TCGA-A2-A0EN-01","0",0,0,0.002,0.002,0.004
"TCGA","TCGA-A2-A0EO-01","0",0.004,0,0.006,0.002,0
"TCGA","TCGA-A2-A0EQ-01",NA,0.008,0.012,0.17,0.136,0.162
"TCGA","TCGA-A2-A0ER-01","0",0.004,0.054,0,0,0.006
"TCGA","TCGA-A2-A0ES-01","0",0,0.008,0.01,0.004,0.006
"TCGA","TCGA-A2-A0ET-01","0",0.006,0.032,0.006,0.01,0.014
"TCGA","TCGA-A2-A0EU-01","0",0.01,0,0.002,0.002,0
"TCGA","TCGA-A2-A0EV-01",NA,0.01,0.006,0,0.002,0.002
"TCGA","TCGA-A2-A0EW-01","0",0.072,0.016,0,0.02,0.014
"TCGA","TCGA-A2-A0EX-01","0",0.002,0.004,0,0.004,0.006
"TCGA","TCGA-A2-A0EY-01",NA,0.072,0.122,0.074,0.142,0.146
"TCGA","TCGA-A2-A0ST-01","0",0.016,0.016,0.004,0.002,0.004
"TCGA","TCGA-A2-A0SU-01","1",0.62,0.638,0.69,0.608,0.63
"TCGA","TCGA-A2-A0SV-01","0",0.002,0.02,0.022,0.008,0.036
"TCGA","TCGA-A2-A0SW-01","0",0.026,0.012,0.12,0.078,0.07
"TCGA","TCGA-A2-A0SX-01","0",0.048,0.058,0,0.014,0.016
"TCGA","TCGA-A2-A0SY-01","0",0,0,0.024,0.01,0.012
"TCGA","TCGA-A2-A0T0-01",NA,0.46,0.6,0.476,0.848,0.588
"TCGA","TCGA-A2-A0T1-01","0",0.004,0,0.01,0.008,0.006
"TCGA","TCGA-A2-A0T2-01","0",0.026,0.042,0.002,0.016,0.01
"TCGA","TCGA-A2-A0T3-01",NA,0.048,0.022,0.006,0.008,0.012
"TCGA","TCGA-A2-A0T4-01","0",0.002,0.002,0.042,0.012,0.008
"TCGA","TCGA-A2-A0T5-01","0",0.054,0.03,0.006,0.022,0.014
"TCGA","TCGA-A2-A0T6-01","0",0,0,0,0.004,0.002
"TCGA","TCGA-A2-A0T7-01","0",0.016,0.012,0.014,0.01,0.002
"TCGA","TCGA-A2-A0YC-01","0",0.002,0.016,0.018,0.006,0
"TCGA","TCGA-A2-A0YD-01","0",0,0,0.024,0,0.002
"TCGA","TCGA-A2-A0YE-01","0",0,0.04,0.004,0.004,0.014
"TCGA","TCGA-A2-A0YF-01","0",0.004,0.01,0.004,0,0.004
"TCGA","TCGA-A2-A0YG-01","0",0.02,0.004,0,0.006,0.002
"TCGA","TCGA-A2-A0YH-01","0",0.018,0.004,0.01,0.008,0.006
"TCGA","TCGA-A2-A0YI-01","0",0.002,0,0.006,0,0.002
"TCGA","TCGA-A2-A0YJ-01","0",0.024,0.032,0.046,0.05,0.04
"TCGA","TCGA-A2-A0YK-01","1",0.634,0.642,0.61,0.656,0.63
"TCGA","TCGA-A2-A0YL-01","0",0,0,0.028,0.006,0.004
"TCGA","TCGA-A2-A0YM-01","1",0.638,0.668,0.608,0.652,0.598
"TCGA","TCGA-A2-A0YT-01","0",0.024,0.062,0.018,0.024,0.022
"TCGA","TCGA-A2-A1FV-01","0",0.004,0.01,0.016,0.01,0.02
"TCGA","TCGA-A2-A1FW-01","0",0,0.006,0.006,0.012,0.008
"TCGA","TCGA-A2-A1FX-01","0",0.018,0.002,0,0.004,0.002
"TCGA","TCGA-A2-A1FZ-01","0",0.002,0.002,0.002,0.002,0.002
"TCGA","TCGA-A2-A1G0-01","0",0,0,0.02,0.01,0.004
"TCGA","TCGA-A2-A1G1-01","0",0.002,0.004,0.034,0.022,0.012
"TCGA","TCGA-A2-A1G4-01","0",0.002,0,0.02,0.004,0.01
"TCGA","TCGA-A2-A1G6-01","0",0,0,0.002,0.004,0.002
"TCGA","TCGA-A2-A259-01","0",0,0.002,0.008,0.002,0.004
"TCGA","TCGA-A2-A25A-01","0",0.002,0.002,0.054,0.022,0.02
"TCGA","TCGA-A2-A25B-01","1",0.754,0.826,0.752,0.81,0.788
"TCGA","TCGA-A2-A25C-01","0",0.006,0.008,0.016,0.01,0.006
"TCGA","TCGA-A2-A25D-01","0",0.104,0.06,0.026,0.032,0.022
"TCGA","TCGA-A2-A25E-01","1",0.864,0.88,0.746,0.78,0.776
"TCGA","TCGA-A2-A25F-01","0",0,0,0.002,0.002,0
"TCGA","TCGA-A2-A3KD-01","0",0.012,0.01,0,0.004,0.004
"TCGA","TCGA-A2-A3XT-01","0",0.176,0.194,0.272,0.3,0.294
"TCGA","TCGA-A2-A3XU-01","0",0.02,0.026,0.004,0.006,0
"TCGA","TCGA-A2-A3XV-01","0",0.002,0,0.002,0.002,0
"TCGA","TCGA-A2-A3XW-01","0",0,0.002,0,0.002,0.004
"TCGA","TCGA-A2-A3XX-01","0",0.022,0.074,0.04,0.038,0.058
"TCGA","TCGA-A2-A3XZ-01","0",0.004,0,0.006,0.004,0.01
"TCGA","TCGA-A2-A3Y0-01","0",0.256,0.23,0.092,0.182,0.216
"TCGA","TCGA-A2-A4S1-01","0",0.022,0.008,0.098,0.06,0.056
"TCGA","TCGA-A2-A4S2-01","0",0.032,0.03,0.004,0.018,0.012
"TCGA","TCGA-A2-A4S3-01","0",0.018,0.17,0.078,0.134,0.188
"TCGA","TCGA-A7-A0CD-01",NA,0.002,0.006,0,0,0.002
"TCGA","TCGA-A7-A0CE-01",NA,0.232,0.136,0.57,0.546,0.438
"TCGA","TCGA-A7-A0CG-01",NA,0.008,0.006,0,0,0.004
"TCGA","TCGA-A7-A0CH-01","0",0.006,0.014,0.004,0.008,0.012
"TCGA","TCGA-A7-A0CJ-01",NA,0.008,0.092,0.144,0.106,0.126
"TCGA","TCGA-A7-A0D9-01","0",0.004,0.01,0.002,0.002,0.002
"TCGA","TCGA-A7-A0DA-01",NA,0.54,0.63,0.48,0.614,0.61
"TCGA","TCGA-A7-A0DB-01","0",0.002,0.002,0.008,0,0.002
"TCGA","TCGA-A7-A13D-01","0",0.1,0.098,0.18,0.228,0.22
"TCGA","TCGA-A7-A13E-01","0",0,0.004,0.028,0.004,0.01
"TCGA","TCGA-A7-A13F-01","0",0.03,0.03,0.01,0.006,0.004
"TCGA","TCGA-A7-A13G-01","0",0,0.004,0.002,0,0
"TCGA","TCGA-A7-A26E-01","0",0,0,0.01,0,0
"TCGA","TCGA-A7-A26F-01","0",0.06,0.062,0.002,0.004,0.006
"TCGA","TCGA-A7-A26G-01","0",0.268,0.208,0.112,0.254,0.156
"TCGA","TCGA-A7-A26H-01",NA,0.002,0,0.01,0.002,0.002
"TCGA","TCGA-A7-A26I-01","0",0.008,0.004,0.036,0.018,0.008
"TCGA","TCGA-A7-A26J-01","0",0.004,0.012,0.054,0.032,0.02
"TCGA","TCGA-A7-A2KD-01","0",0.012,0.008,0.004,0.026,0.006
"TCGA","TCGA-A7-A3RF-01","0",0.018,0.012,0.062,0.02,0.012
"TCGA","TCGA-A7-A425-01","0",0.066,0.034,0.002,0.02,0.014
"TCGA","TCGA-A7-A4SD-01","0",0.006,0.03,0.004,0.002,0.006
"TCGA","TCGA-A7-A4SE-01","1",0.662,0.718,0.826,0.766,0.762
"TCGA","TCGA-A7-A56D-01","0",0.018,0.002,0.098,0.048,0.032
"TCGA","TCGA-A7-A5ZV-01","1",0.684,0.714,0.756,0.78,0.728
"TCGA","TCGA-A7-A5ZW-01","0",0,0,0.02,0.004,0.002
"TCGA","TCGA-A7-A5ZX-01","0",0,0,0.002,0,0
"TCGA","TCGA-A7-A6VV-01","0",0.276,0.24,0.032,0.154,0.124
"TCGA","TCGA-A7-A6VW-01","1",0.828,0.798,0.72,0.862,0.818
"TCGA","TCGA-A7-A6VX-01","0",0.16,0.262,0.228,0.252,0.244
"TCGA","TCGA-A7-A6VY-01","1",0.946,0.91,0.758,0.876,0.912
"TCGA","TCGA-A8-A06N-01",NA,0.012,0.002,0.004,0.002,0.002
"TCGA","TCGA-A8-A06O-01",NA,0.03,0.02,0.002,0.008,0.01
"TCGA","TCGA-A8-A06P-01","0",0.046,0.034,0,0.032,0.02
"TCGA","TCGA-A8-A06Q-01",NA,0.042,0.018,0.164,0.216,0.182
"TCGA","TCGA-A8-A06R-01",NA,0.18,0.312,0.116,0.262,0.356
"TCGA","TCGA-A8-A06T-01",NA,0,0,0.002,0.002,0
"TCGA","TCGA-A8-A06U-01",NA,0.014,0.182,0,0.062,0.15
"TCGA","TCGA-A8-A06X-01","1",0.96,0.798,0.67,0.854,0.79
"TCGA","TCGA-A8-A06Y-01","0",0.008,0.02,0.014,0.012,0
"TCGA","TCGA-A8-A06Z-01",NA,0.004,0.002,0.2,0.064,0.008
"TCGA","TCGA-A8-A075-01","0",0.174,0.196,0.218,0.24,0.286
"TCGA","TCGA-A8-A076-01",NA,0.004,0.002,0.014,0.002,0.002
"TCGA","TCGA-A8-A079-01",NA,0.136,0.084,0.33,0.236,0.134
"TCGA","TCGA-A8-A07B-01",NA,0.004,0,0.048,0.028,0.006
"TCGA","TCGA-A8-A07E-01",NA,0.004,0.004,0.008,0.006,0.006
"TCGA","TCGA-A8-A07F-01","0",0.002,0,0.004,0.01,0
"TCGA","TCGA-A8-A07G-01","0",0.018,0.034,0.038,0.048,0.064
"TCGA","TCGA-A8-A07I-01","1",0.62,0.666,0.69,0.656,0.652
"TCGA","TCGA-A8-A07J-01","0",0.002,0.004,0.058,0.014,0.018
"TCGA","TCGA-A8-A07L-01",NA,0.118,0.43,0.362,0.324,0.4
"TCGA","TCGA-A8-A07O-01",NA,0.018,0.008,0.006,0.014,0.018
"TCGA","TCGA-A8-A07P-01",NA,0,0.002,0,0,0
"TCGA","TCGA-A8-A07U-01",NA,0.37,0.294,0.058,0.27,0.26
"TCGA","TCGA-A8-A07W-01",NA,0.09,0.008,0.216,0.202,0.082
"TCGA","TCGA-A8-A07Z-01",NA,0.006,0.102,0.002,0.002,0.068
"TCGA","TCGA-A8-A081-01",NA,0.008,0.004,0.134,0.062,0.014
"TCGA","TCGA-A8-A082-01","0",0,0,0,0,0
"TCGA","TCGA-A8-A083-01","0",0.004,0.002,0.008,0.002,0
"TCGA","TCGA-A8-A084-01",NA,0,0.01,0.014,0.006,0.008
"TCGA","TCGA-A8-A085-01","1",0.622,0.67,0.884,0.68,0.7
"TCGA","TCGA-A8-A086-01",NA,0.01,0.004,0.014,0.006,0
"TCGA","TCGA-A8-A08A-01","0",0,0.002,0.004,0.002,0.008
"TCGA","TCGA-A8-A08B-01","1",0.636,0.66,0.68,0.638,0.676
"TCGA","TCGA-A8-A08F-01",NA,0.6,0.648,0.426,0.562,0.52
"TCGA","TCGA-A8-A08G-01","0",0.002,0,0.01,0.002,0.004
"TCGA","TCGA-A8-A08H-01","0",0,0,0.084,0.016,0.016
"TCGA","TCGA-A8-A08I-01",NA,0.092,0.006,0.1,0.062,0.014
"TCGA","TCGA-A8-A08J-01",NA,0,0.006,0.076,0.05,0.024
"TCGA","TCGA-A8-A08L-01","1",0.914,0.848,0.776,0.83,0.852
"TCGA","TCGA-A8-A08O-01","0",0.036,0,0.026,0.024,0.018
"TCGA","TCGA-A8-A08P-01",NA,0.096,0.134,0.01,0.144,0.148
"TCGA","TCGA-A8-A08R-01",NA,0.47,0.478,0.356,0.454,0.496
"TCGA","TCGA-A8-A08S-01",NA,0.092,0.018,0.004,0.006,0.004
"TCGA","TCGA-A8-A08T-01",NA,0,0.01,0.006,0.006,0.006
"TCGA","TCGA-A8-A08X-01",NA,0.074,0.018,0.002,0.004,0.006
"TCGA","TCGA-A8-A08Z-01","0",0,0.002,0.014,0.002,0.006
"TCGA","TCGA-A8-A090-01",NA,0.006,0.016,0.004,0,0.006
"TCGA","TCGA-A8-A091-01","0",0,0.018,0.004,0.002,0.004
"TCGA","TCGA-A8-A092-01","0",0,0,0.026,0.01,0.004
"TCGA","TCGA-A8-A093-01","0",0.002,0,0.012,0.006,0.01
"TCGA","TCGA-A8-A094-01",NA,0.292,0.468,0.884,0.52,0.516
"TCGA","TCGA-A8-A095-01",NA,0.24,0.022,0.244,0.1,0.038
"TCGA","TCGA-A8-A096-01","0",0.012,0.048,0.006,0,0.008
"TCGA","TCGA-A8-A097-01","1",0.604,0.642,0.806,0.684,0.644
"TCGA","TCGA-A8-A099-01",NA,0,0.002,0.014,0.004,0.006
"TCGA","TCGA-A8-A09A-01",NA,0.28,0.502,0.24,0.408,0.374
"TCGA","TCGA-A8-A09B-01","0",0.006,0.002,0.01,0.004,0.002
"TCGA","TCGA-A8-A09C-01",NA,0.008,0.002,0.006,0,0.002
"TCGA","TCGA-A8-A09D-01",NA,0.094,0.134,0.004,0.092,0.072
"TCGA","TCGA-A8-A09E-01","0",0.014,0.006,0.08,0.026,0.016
"TCGA","TCGA-A8-A09G-01",NA,0.006,0.002,0.01,0.01,0.012
"TCGA","TCGA-A8-A09I-01",NA,0.016,0.01,0.152,0.048,0.012
"TCGA","TCGA-A8-A09K-01",NA,0.138,0.016,0.006,0.07,0.028
"TCGA","TCGA-A8-A09M-01",NA,0.368,0.56,0.21,0.466,0.52
"TCGA","TCGA-A8-A09N-01",NA,0.266,0.13,0.012,0.184,0.144
"TCGA","TCGA-A8-A09Q-01",NA,0.01,0.114,0.186,0.124,0.162
"TCGA","TCGA-A8-A09R-01","0",0.008,0,0.07,0.024,0.008
"TCGA","TCGA-A8-A09T-01","0",0.006,0,0,0,0
"TCGA","TCGA-A8-A09V-01",NA,0.002,0.002,0.002,0.006,0.004
"TCGA","TCGA-A8-A09W-01","1",0.782,0.868,0.808,0.874,0.862
"TCGA","TCGA-A8-A09X-01",NA,0.002,0.004,0.002,0,0
"TCGA","TCGA-A8-A09Z-01","0",0,0,0.106,0.058,0.038
"TCGA","TCGA-A8-A0A1-01","0",0,0.002,0.01,0.008,0.006
"TCGA","TCGA-A8-A0A2-01","0",0.004,0,0.022,0.01,0.012
"TCGA","TCGA-A8-A0A4-01","0",0.01,0.004,0.018,0.004,0.01
"TCGA","TCGA-A8-A0A6-01","0",0.006,0.004,0.02,0.006,0.01
"TCGA","TCGA-A8-A0A7-01",NA,0,0,0.158,0.026,0.022
"TCGA","TCGA-A8-A0A9-01","0",0.006,0.006,0.002,0.002,0
"TCGA","TCGA-A8-A0AB-01",NA,0,0,0.07,0.002,0
"TCGA","TCGA-A8-A0AD-01","0",0,0.01,0.002,0.02,0.012
"TCGA","TCGA-AC-A23C-01","0",0.018,0.004,0.082,0.032,0.036
"TCGA","TCGA-AC-A23E-01","0",0,0,0,0,0.002
"TCGA","TCGA-AC-A23H-01","1",0.664,0.658,0.766,0.7,0.712
"TCGA","TCGA-AC-A2B8-01","0",0,0,0.036,0.028,0.014
"TCGA","TCGA-AC-A2BK-01","0",0.012,0.018,0.188,0.12,0.114
"TCGA","TCGA-AC-A2BM-01","0",0.01,0.012,0.02,0.022,0.022
"TCGA","TCGA-AC-A2FB-01","0",0.004,0.028,0.006,0.01,0.016
"TCGA","TCGA-AC-A2FF-01","0",0,0,0.002,0,0
"TCGA","TCGA-AC-A2FG-01","0",0,0,0.008,0.004,0
"TCGA","TCGA-AC-A2FK-01","0",0,0,0,0,0
"TCGA","TCGA-AC-A2FO-01","0",0.004,0.002,0.004,0.008,0.002
"TCGA","TCGA-AC-A2QH-01","0",0.032,0.01,0,0.012,0.008
"TCGA","TCGA-AC-A3HN-01","0",0.004,0,0,0.006,0.004
"TCGA","TCGA-AC-A3OD-01","0",0.09,0.038,0,0.044,0.06
"TCGA","TCGA-AC-A3QP-01","0",0.006,0.002,0.004,0.002,0
"TCGA","TCGA-AC-A3QQ-01","0",0.004,0.006,0,0,0
"TCGA","TCGA-AC-A3W5-01","0",0.184,0.172,0.128,0.176,0.168
"TCGA","TCGA-AC-A3YI-01","0",0.002,0.006,0,0,0.002
"TCGA","TCGA-AC-A3YJ-01","0",0.002,0.006,0,0.004,0.002
"TCGA","TCGA-AC-A4ZE-01","0",0,0.004,0.008,0.006,0.002
"TCGA","TCGA-AC-A5EH-01","0",0.01,0.008,0.116,0.062,0.046
"TCGA","TCGA-AC-A5EI-01","0",0.002,0.004,0.026,0.016,0.008
"TCGA","TCGA-AC-A5XS-01","0",0.06,0.026,0.178,0.12,0.084
"TCGA","TCGA-AC-A5XU-01","0",0,0.006,0.032,0.018,0.01
"TCGA","TCGA-AC-A62V-01","0",0,0,0.1,0.034,0.026
"TCGA","TCGA-AC-A62X-01","0",0.19,0.082,0.016,0.074,0.046
"TCGA","TCGA-AC-A62Y-01","0",0.006,0.006,0.056,0.02,0.018
"TCGA","TCGA-AC-A6IV-01","0",0.004,0.004,0.006,0.004,0.004
"TCGA","TCGA-AC-A6IW-01","0",0.104,0.088,0.068,0.14,0.126
"TCGA","TCGA-AC-A6IX-01","0",0.004,0.004,0.008,0.006,0.004
"TCGA","TCGA-AC-A6IX-06","0",0,0,0.01,0.026,0.012
"TCGA","TCGA-AC-A6NO-01","0",0.006,0.008,0.01,0.008,0
"TCGA","TCGA-AC-A7VB-01","0",0.046,0.042,0,0.014,0.01
"TCGA","TCGA-AC-A7VC-01","0",0,0,0,0,0
"TCGA","TCGA-AC-A8OP-01","0",0.002,0,0.136,0.08,0.034
"TCGA","TCGA-AC-A8OQ-01","0",0.092,0.17,0.07,0.126,0.146
"TCGA","TCGA-AC-A8OR-01","0",0.002,0,0.042,0.018,0.008
"TCGA","TCGA-AC-A8OS-01","0",0.006,0,0.156,0.036,0.024
"TCGA","TCGA-AN-A03X-01",NA,0.002,0.002,0.154,0.064,0.024
"TCGA","TCGA-AN-A03Y-01","0",0.006,0.004,0.006,0,0.004
"TCGA","TCGA-AN-A041-01","0",0.002,0.002,0.006,0.006,0.002
"TCGA","TCGA-AN-A046-01",NA,0,0,0.202,0.072,0.022
"TCGA","TCGA-AN-A049-01",NA,0.006,0.064,0.004,0.006,0.01
"TCGA","TCGA-AN-A04A-01",NA,0.008,0.004,0.004,0.018,0.002
"TCGA","TCGA-AN-A04C-01",NA,0.004,0.008,0.07,0.014,0.018
"TCGA","TCGA-AN-A04D-01",NA,0.458,0.898,0.448,0.444,0.582
"TCGA","TCGA-AN-A0AJ-01",NA,0.012,0.01,0.016,0.072,0.018
"TCGA","TCGA-AN-A0AK-01","0",0.002,0,0.154,0.072,0.046
"TCGA","TCGA-AN-A0AL-01","1",0.832,0.932,0.916,0.954,0.944
"TCGA","TCGA-AN-A0AM-01",NA,0.006,0.16,0.126,0.094,0.162
"TCGA","TCGA-AN-A0AR-01",NA,0.65,0.68,0.414,0.642,0.644
"TCGA","TCGA-AN-A0AS-01",NA,0.006,0.002,0.078,0.068,0.016
"TCGA","TCGA-AN-A0AT-01",NA,0.562,0.678,0.518,0.492,0.486
"TCGA","TCGA-AN-A0FD-01",NA,0.008,0.064,0.16,0.122,0.138
"TCGA","TCGA-AN-A0FF-01","0",0,0,0.002,0,0
"TCGA","TCGA-AN-A0FJ-01",NA,0.152,0.162,0.218,0.24,0.268
"TCGA","TCGA-AN-A0FK-01","0",0.002,0.002,0.004,0.002,0.002
"TCGA","TCGA-AN-A0FL-01","1",0.914,0.794,0.79,0.884,0.858
"TCGA","TCGA-AN-A0FN-01","0",0.002,0,0,0.008,0
"TCGA","TCGA-AN-A0FS-01","0",0,0.004,0.032,0.022,0.008
"TCGA","TCGA-AN-A0FV-01",NA,0.02,0.01,0.118,0.144,0.078
"TCGA","TCGA-AN-A0FW-01",NA,0.18,0.25,0.294,0.484,0.384
"TCGA","TCGA-AN-A0FX-01","1",0.946,0.898,0.768,0.812,0.846
"TCGA","TCGA-AN-A0FY-01",NA,0.016,0.016,0.002,0.002,0.014
"TCGA","TCGA-AN-A0XL-01","0",0,0.004,0.004,0.01,0
"TCGA","TCGA-AN-A0XN-01","0",0.12,0.118,0.07,0.152,0.148
"TCGA","TCGA-AN-A0XO-01","0",0.016,0.004,0.03,0.028,0.008
"TCGA","TCGA-AN-A0XP-01","0",0,0,0.012,0,0
"TCGA","TCGA-AN-A0XR-01","1",0.662,0.628,0.636,0.626,0.63
"TCGA","TCGA-AN-A0XS-01","0",0,0,0,0,0
"TCGA","TCGA-AN-A0XT-01","0",0.04,0.07,0.002,0.024,0.036
"TCGA","TCGA-AN-A0XU-01","1",0.918,0.962,0.916,0.91,0.918
"TCGA","TCGA-AN-A0XV-01","0",0.002,0.004,0.008,0.006,0.004
"TCGA","TCGA-AN-A0XW-01","1",0.628,0.65,0.64,0.702,0.68
"TCGA","TCGA-AO-A03L-01","0",0.022,0.004,0.016,0.01,0.006
"TCGA","TCGA-AO-A03M-01","0",0.004,0.002,0.152,0.136,0.08
"TCGA","TCGA-AO-A03N-01","0",0.002,0,0.004,0.024,0.01
"TCGA","TCGA-AO-A03O-01",NA,0.006,0.024,0.408,0.186,0.14
"TCGA","TCGA-AO-A03P-01","0",0,0.018,0.024,0.012,0.018
"TCGA","TCGA-AO-A03R-01",NA,0,0,0.062,0.002,0
"TCGA","TCGA-AO-A03T-01",NA,0.014,0.21,0.404,0.28,0.268
"TCGA","TCGA-AO-A03U-01","0",0,0,0.008,0.002,0.006
"TCGA","TCGA-AO-A03V-01",NA,0.004,0.014,0.002,0.014,0.02
"TCGA","TCGA-AO-A0J2-01",NA,0.938,0.922,0.504,0.918,0.912
"TCGA","TCGA-AO-A0J3-01",NA,0.018,0.01,0.016,0.07,0.024
"TCGA","TCGA-AO-A0J4-01","1",0.802,0.776,0.726,0.83,0.782
"TCGA","TCGA-AO-A0J5-01",NA,0.002,0.002,0.14,0.014,0.008
"TCGA","TCGA-AO-A0J6-01",NA,0.918,0.914,0.568,0.888,0.88
"TCGA","TCGA-AO-A0J7-01","0",0,0,0,0,0.002
"TCGA","TCGA-AO-A0J8-01","0",0.022,0.01,0,0.002,0
"TCGA","TCGA-AO-A0J9-01","0",0.008,0.012,0.014,0.02,0.014
"TCGA","TCGA-AO-A0JA-01","0",0.022,0.022,0,0.018,0.014
"TCGA","TCGA-AO-A0JB-01","1",0.816,0.906,0.756,0.832,0.85
"TCGA","TCGA-AO-A0JC-01","0",0.008,0,0.042,0.054,0.014
"TCGA","TCGA-AO-A0JD-01","0",0.018,0.062,0.062,0.03,0.046
"TCGA","TCGA-AO-A0JE-01","0",0,0.024,0,0.012,0.012
"TCGA","TCGA-AO-A0JF-01","0",0.006,0,0,0.004,0.002
"TCGA","TCGA-AO-A0JG-01","0",0,0,0,0.004,0.002
"TCGA","TCGA-AO-A0JI-01","0",0,0.004,0.004,0,0
"TCGA","TCGA-AO-A0JJ-01","0",0.002,0.008,0.004,0.008,0.006
"TCGA","TCGA-AO-A0JM-01","0",0.002,0.004,0,0.006,0
"TCGA","TCGA-AO-A124-01","1",0.906,0.968,0.824,0.876,0.908
"TCGA","TCGA-AO-A125-01","0",0,0.01,0.012,0.004,0.01
"TCGA","TCGA-AO-A126-01","0",0.008,0.002,0.004,0.014,0.004
"TCGA","TCGA-AO-A128-01","0",0.006,0.01,0.134,0.014,0.024
"TCGA","TCGA-AO-A129-01","0",0.068,0.112,0.31,0.28,0.262
"TCGA","TCGA-AO-A12A-01","0",0.002,0,0.002,0.006,0.004
"TCGA","TCGA-AO-A12B-01","0",0,0,0,0.002,0.002
"TCGA","TCGA-AO-A12D-01","0",0.014,0.032,0.024,0.056,0.038
"TCGA","TCGA-AO-A12E-01","0",0.02,0.046,0.002,0.01,0.022
"TCGA","TCGA-AO-A12F-01",NA,0.144,0.25,0,0.092,0.244
"TCGA","TCGA-AO-A12G-01","0",0.05,0.014,0.016,0.012,0.016
"TCGA","TCGA-AO-A12H-01","0",0,0.004,0.002,0.002,0.004
"TCGA","TCGA-AO-A1KO-01","0",0,0.012,0,0,0.004
"TCGA","TCGA-AO-A1KP-01","0",0.002,0.004,0,0.004,0.002
